CRE;Ecole primaire;Nombre total des élèves;Nombre des élèves bénifiçiares de la cantine;Adresse de l'école;Distance entre le banque d'alimentation et l'école;Contient une salle à manger (oui/non);Long;Lat
جندوبة;الطرايدية;0;151;الطرايدية جندوبة الجنوبية;14;نعم;8,857506;36,481332
جندوبة;عين المطوية;0;95;عين المطوية جندوبة الشمالية;15;نعم;8,655194;36,544962
جندوبة;الصرى;0;46;الصرى غار الدماء;45;نعم;8,485418046;36,38684619
جندوبة;حكيم;0;127;حكيم وادي مليز;18;نعم;8,6097;36,45962
جندوبة;سطفورة;0;196;سطفورة جندوبة الشمالية;19;نعم;8,681335;36,559554
جندوبة;عين القصير;0;115;عين القصير جندوبة الشمالية;20;نعم;8,592169;36,512707
جندوبة;عين الخراريب;0;86;عين الخراريب جندوبة الشمالية;20;نعم;8,611812;36,540297
جندوبة;البئر الأخضر بوسالم;0;230;عمدون;20;نعم;8,9589957;36,594297
جندوبة;سيدي عبيد بوسالم;0;108;عمدون;20;نعم;8,9668221;36,493645
جندوبة;سوق الجمعة;0;243;سوق الجمعة جندوبة الشمالية;22;نعم;8,5991407;36,579189
جندوبة;نهج البريد;0;277;نهج البريد وادي مليز;22;نعم;8,549534;36,468299
جندوبة;عين ام هاني;0;150;عين ام هاني وادي مليز;22;نعم;8,623849;36,429714
جندوبة;عتاب;0;113;عتاب جندوبة الشمالية;23;نعم;8,643411;36,561049
جندوبة;السمايتية;0;128;عمادة السمايتية فرنانة;24;نعم;8,755573;36,614678
جندوبة;الزاوية;0;48;بلدية فرنانة;25;نعم;8,68066;36,679701
جندوبة;بوقصّة;0;37;بوقصّة وادي مليز;25;نعم;8,576663;36,430628
جندوبة;الشتايتية;0;126;بلدية الجواددة فرنانة;26;نعم;8,647603;36,647898
جندوبة;عرقوب الريحان;0;75;بلدية فرنانة;26;نعم;8,734433;36,659482
جندوبة;جنتورة;0;262;بلدية فرنانة;27;نعم;8,720527;36,689378
جندوبة;أم علية;0;194;بلدية فرنانة;27;نعم;8,665034;36,630552
جندوبة;سيدي سعيد;0;232; سيدي سعيد بلدية الجواددة فرنانة;28;نعم;8,573168;36,629904
جندوبة;الجلايليّة;0;37;الجلايليّة وادي مليز;29;نعم;8,541892;36,501533
جندوبة;عين الزانة;0;110;عين الزانة جندوبة الشمالية;30;نعم;8,544407;36,59248
جندوبة;مركز الكدية;0;126;بوسالم;30;نعم;8,9947752;36,542209
جندوبة;عبّاسة;0;79;عبّاسة وادي مليز;30;نعم;8,541693;36,530417
جندوبة;فج حسين الغابة;0;45;فج حسين الغابة  غار الدماء;30;نعم;8,432596874;36,37540662
جندوبة;البلدية;0;277;عمدون;31;نعم;8,89082;36,671593
جندوبة;التوايتية;0;109;عمدون;31;نعم;8,953085;36,69146
جندوبة;الخزان;0;75;بلدية بني مطير;31;نعم;8,738302;36,687802
جندوبة;احواض القرع;0;49;احواض القرع جندوبة الشمالية;32;نعم;8,522766;36,574727
جندوبة;حوال الوادي بوسالم;0;77;عمدون;32;نعم;9,031892;36,525771
جندوبة;منجم بوعوان;0;128;بلطة بوعون;32;نعم;9,00177;36,69472
جندوبة;الشعيبة;0;129;عمادة سيدي سعيد فرنانة;32;نعم;8,752011168;36,59602267
جندوبة;عين البية;0;262;عين البية فرنانة;32;نعم;8,611926905;36,65789024
جندوبة;هذيل;0;100;بلدية الجواددة فرنانة;32;نعم;8,570784;36,667119
جندوبة;سيدي عماّر;0;100;بلدية فرنانة;32;نعم;8,775146687;36,62425187
جندوبة;المراغمة;0;71;المراغمة وادي مليز;32;نعم;8,514881;36,404639
جندوبة;العواوضة;0;150;عمدون;33;نعم;8,923524;36,695314
جندوبة;العمل بالقنّة;0;146;بلدية فرنانة;34;نعم;8,625447;36,683294
جندوبة;علي الجندلي;0;189;علي الجندلي جندوبة الشمالية;38;نعم;8,5514;36,554174
جندوبة;عبد الجبار;0;128;عمدون;35;نعم;8,983127;36,710653
جندوبة;الثريات;0;71;عمدون;36;نعم;8,825616;36,650837
جندوبة;عين الشرشارة;0;104;بلدية الجواددة فرنانة;36;نعم;8,578759;36,684929
جندوبة;الشواولة;0;144;عمدون;37;نعم;8,83107;36,702755
جندوبة;الرميلة;0;281;بلدية فرنانة;37;نعم;8,637721752;36,60920925
جندوبة;بني مطير;0;42;بلدية بني مطير;37;نعم;8,7341425;36,738952
جندوبة;الدزيرة;0;90;عمدون;38;نعم;9,019353;36,476699
جندوبة;مجاز الشرف;0;150;عمدون;38;نعم;9,054446;36,586559
جندوبة;اولاد حسن;0;42;عمدون;38;نعم;8,984337;36,738002
جندوبة;عين الحاج;0;75;عمدون;38;نعم;8,929486;36,719168
جندوبة;الخليفات;0;45;عمدون;38;نعم;8,84375;36,666507
جندوبة;بني امحمد;0;47;عمدون;39;نعم;8,92949;36,758619
جندوبة;الحمّام بو عوّان;0;40;عمدون;39;نعم;;
جندوبة;الفروحة;0;98;بلدية بني مطير;39;نعم;8,783497;36,699609
جندوبة;شيبة;0;194;بلدية الجواددة فرنانة;39;نعم;8,521135;36,638895
جندوبة;بغورة;0;96;عمدون;40;نعم;8,784653;36,646495
جندوبة;بوحلاب;0;196;بلدية الجواددة فرنانة;40;نعم;8,529967;36,677694
جندوبة;عين حراث;0;44;بلدية الجواددة فرنانة;40;نعم;8,501;36,685
جندوبة;بولعابة;0;137;عمدون;42;نعم;8,846152;36,618822
جندوبة;المريج;0;45;المريج;42;نعم;8,68192818;36,74764552
جندوبة;المعاليم;0;51;بلدية الجواددة فرنانة;42;نعم;8,572613;36,71348
جندوبة;سد بو هرتمة;0;137;بلدية فرنانة;43;نعم;8,782439599;36,67306106
جندوبة;الازدهار الجواودة;0;252;بلدية الجواددة فرنانة;43;نعم;8,5405422;36,682765
جندوبة;النجاح ام البشنة;0;110;بلدية فرنانة;43;نعم;8,597692;36,713663
جندوبة;العلايق;0;176;بلدية فرنانة;43;نعم;8,56251;36,650956
جندوبة;البطاح;0;314;بلدية فرنانة;43;نعم;8,494224;36,661084
جندوبة;ميسوة;0;48;ميسوة غار الدماء;45;نعم;8,361208316;36,54480451
جندوبة;عين فضة;0;58;عمدون;44;نعم;8,902713;36,739559
جندوبة;الحمر;0;215;بلدية فرنانة;44;نعم;8,534602;36,617685
جندوبة;سد كساب;0;24;عمدون;45;نعم;9,009373;36,755778
جندوبة;اولاد سعيدان;0;145;عمدون;45;نعم;8,866216;36,694419
جندوبة;النصايبية;0;26;عمدون;45;نعم;8,898979;36,758427
جندوبة;الدورة;0;180;الدورة غار الدماء;42;نعم;8,478947402;36,48115974
جندوبة;فج الشحارير;0;64;فج الشحارير عين دراهم;46;نعم;8,6913771;36,787799
جندوبة;امحمد لزرق;0;49;امحمد لزرق غار الدماء;46;نعم;8,473025469;36,41442178
جندوبة;سيدي عبد الله;0;79;عمدون;48;نعم;8,880515;36,636378
جندوبة;عين البيضة;0;41;عين البيضة;48;نعم;8,666711686;36,76412155
جندوبة;جربنة;0;45;عمدون;50;نعم;8,958837;36,75276
جندوبة;ريغة;0;71;عمدون;50;نعم;8,802223;36,66846
جندوبة;ببوش;0;135;ببوش;50;نعم;8,677721942;36,80320198
جندوبة;الخنقة;0;47;الخنقة غار الدماء;46;نعم;8,381899735;36,52338028
جندوبة;اولاد هلال;0;43;اولاد هلال;51;نعم;8,627353184;36,71394082
جندوبة;اولاد عريض;0;39;اولاد عريض;52;نعم;8,650795618;36,74178166
جندوبة;حليمة;0;244;بلدية الجواددة فرنانة;52;نعم;8,481016;36,652485
جندوبة;الحوش حليمة;0;258;بلدية الجواددة فرنانة;54;نعم;8,490325005;36,61137058
جندوبة;التباينية;0;97;التباينية;55;نعم;8,7677729;36,776044
جندوبة;صرى رابح;0;89;الحبيب الرويعي;57;نعم;8,7484003;36,795743
جندوبة;فج حسين;0;43;فج حسين غار الدماء;43;نعم;8,424086;36,396145
جندوبة;السلاطنية;0;48;السلاطنية غار الدماء;49;نعم;8,479204518;36,55897695
جندوبة;الخذايرية;0;360;مدرسة الخذايرية منطقة الريحان جاب الله;60;نعم;8,745;36,892
جندوبة;سيدي امحمد;0;59;سيدي امحمد;60;نعم;8,7246692;36,835171
جندوبة;ارض الكاف;0;14;ارض الكاف;60;نعم;8,631916926;36,77692676
جندوبة;مركز جاء بالله;0;83;مدرسة جاء الله بمنطقة الريحان جاب الله;61;نعم;8,746184208;36,89962254
جندوبة;السلايمية;0;269;مدرسة السلايمية منطقة السلامية طبرقة;62;نعم;8,7687778;36,907139
جندوبة;الفجّة;0;64;مدرسة الفجة منطقة الفجة طبرقة;63;نعم;8,743755362;36,90926724
جندوبة;حمام بورقيبة;0;220;حمام بورقيبة;63;نعم;8,588891278;36,76281461
جندوبة;اولاد سدرة;0;57;اولاد سدرة;63;نعم;8,6809653;36,863483
جندوبة;سيدي يوسف;0;48;سيدي يوسف;63;نعم;8,800587444;36,74733892
جندوبة;وادي الزان;0;33;وادي الزان;65;نعم;8,8368023;36,824854
جندوبة;عين الحمراية;0;21;الحمران;66;نعم;8,847287242;36,77508859
جندوبة;عديسة;0;23;عديسة;66;نعم;8,599113882;36,74695776
جندوبة;بحيرة الزيتونة;0;128;بحيرة الزيتونة;67;نعم;8,546366441;36,76495264
جندوبة;دار فاطمة;0;67;دار فاطمة;67;نعم;8,772559299;36,81542891
جندوبة;الرحيم;0;45;الرحيم غار الدماء;49;نعم;8,329830236;36,46897606
جندوبة;ملولة;0;146;مدرسة ملولة منطقة ملولة الحدود الجزائرية;72;نعم;8,712047622;36,95019194
جندوبة;الرويعي;0;57;الرويعي;72;نعم;8,523172799;36,76665975
جندوبة;الحبيب الرويعي;0;113;الحبيب الرويعي;72;نعم;8,523172799;36,76665975
جندوبة;القرافة;0;65;القرافة;72;نعم;8,616759298;36,73983446
جندوبة;بو نايل;0;56;بو نايل;73;نعم;8,907;36,792
جندوبة;اولاد خميسة;0;124;اولاد خميسة;74;نعم;8,486708598;36,7460904
جندوبة;مشراوة;0;129;مشراوة;74;نعم;;
جندوبة;السواقي;0;41;مدرسة السواقي منطقة السواقي طريق سبع مشايخ;75;نعم;8,82804519;36,86751296
جندوبة;بوترفس;0;400;مدرسة بوترفس طريق تونس;77;نعم;8,8570976;36,954083
جندوبة;الزويتينة;0;63;الزويتينة;77;نعم;;
جندوبة;عين الصبح;0;142;مدرسة عين الصبح طريق تونس;80;نعم;8,91901197;36,95800909
جندوبة;جبل الابيض;0;79;مدرسة جبل الأبيض منطقة الوراهنية;80;نعم;8,825927693;36,89292971
جندوبة;سيدي عسكر;0;63;مدرسة سيدي عسكر طريق سبع مشايخ;82;نعم;8,900818818;36,89354087
جندوبة;اولاد ضيف الله;0;198;اولاد ضيف الله;82;نعم;8,5404937;36,74588
جندوبة;العقيبة;0;37;مدرسة العقيبة طريق سبع مشايخ;85;نعم;8,899228017;36,93076763
جندوبة;الحوش القلعة;0;52;الحوش القلعةغار الدماء;50;نعم;8,46719507;36,58969688
جندوبة;18جانفي الحمام;0;55;مدرسة الحمام طريق عين الدراهم دار فاطمة;87;نعم;8,80114042;36,85975974
جندوبة;سيدي روين;0;161;مدرسة سيدي روين طريق سبع مشايخ;90;نعم;8,943580963;36,84609033
جندوبة;عين جابر;0;50;عين جابر غار الدماء;46;نعم;8,406109036;36,54813255
جندوبة;البلدة;0;48;البلدة غار الدماء;58;نعم;8,50057153;36,54713083
جندوبة;وادى معدن;0;53;وادى معدن غار الدماء;50;نعم;8,433611165;36,5625051
جندوبة;العيون;0;42;العيون غار الدماء;43;نعم;8,367841018;36,49218501
جندوبة;التغزاز;0;83;مدرسة التغزاز منطقة التغزاز طريق سبع مشايخ;100;نعم;8,9758078;36,896059
جندوبة;عين سلطان;0;49;عين سلطان غار الدماء;48;نعم;8,335979;36,526302
جندوبة;عين السنوسي;0;51;مدرسة عين السنوسي طريق عين دراهم تونس;105;نعم;8,918526161;36,81948603
جندوبة;سيدي قويدر;0;64;مدرسة سيدي قويدر طريق سبع مشايخ;105;نعم;8,892150146;36,8578037
جندوبة;سيدي رمضان;0;29;مدرسة سيدي رمضان طريق سبع مشايخ;110;نعم;8,943580963;36,84609033
جندوبة;اولاد حريز;0;39;اولاد حريزغار الدماء;39;نعم;8,401824881;36,44960299
جندوبة;القحاميص;0;65;القحاميص غار الدماء;72;نعم;8,226;36,485
جندوبة;الفرش;0;47;مدرسة الفرش طريق سبع مشايخ;115;نعم;8,97268;36,855257
جندوبة;حمام الصرية;0;46;حمام الصرية غار الدماء;50;نعم;8,305205609;36,46485951
جندوبة;بوريحان;0;68;بوريحان غار الدماء;70;نعم;8,209694118;36,46109902
جندوبة;الطارف;0;45;الطارف غار الدماء;46;نعم;8,420179611;36,4971549
جندوبة;الموخر;0;68;الموخر غار الدماء;75;نعم;8,18332931;36,49843077
جندوبة;الغرة;0;58;الغرة غار الدماء;63;نعم;8,419773068;36,59546131
جندوبة;البياضة;0;65;البياضة غار الدماء;75;نعم;8,178651657;36,4701373
جندوبة;كاف النسور;0;53;كاف النسور غار الدماء;55;نعم;8,379966467;36,56775679
جندوبة;اولاد علي;0;41;اولاد علي غار الدماء;47;نعم;;
جندوبة;الزرايبة;0;40;الزرايبة غار الدماء;43;نعم;;
جندوبة;عرقوب الصابون;0;66;عرقوب الصابون غار الدماء;70;نعم;8,218118544;36,48919124
جندوبة;حي النهوض;0;34;حي النهوض غار الدماء;36;نعم;8,433355673;36,44380857
جندوبة;الصرية;0;65;الصرية غار الدماء;67;نعم;8,305205609;36,46485951
جندوبة;سيدي بلقاسم;0;42;سيدي بلقاسم غار الدماء;45;نعم;8,469838702;36,52603904
مدنين;2مارس سيدي مخلوف;0;240;2مارس سيدي مخلوف;0,5;نعم;10,480957;33,506868
مدنين;دروج الشرقية;0;72;دروج الشرقية;2;نعم;10,467444;33,534424
مدنين;الدروج الغربية;0;82;الدروج الغربية;3,5;نعم;10,730982;33,687959
مدنين;بدوي;0;35;بدوي;4;نعم;10,542135;33,498267
مدنين;9أفريل سيدي مخلوف;0;44;9أفريل سيدي مخلوف;4;نعم;10,493042;33,549928
مدنين;راس وادي دروج;0;53;راس وادي دروج;4,5;نعم;10,443256;33,487634
مدنين;الراقوبة الشرقية;0;160;الراقوبة الشرقية;5;نعم;10,43486;33,457117
مدنين;القصبة الشرقية;0;192;القصبة الشرقية;5;نعم;10,415074;33,521248
مدنين;القصبات;0;147;القصبات;7;نعم;10,401466;33,514309
مدنين;الغباي;0;89;الغباي;8;نعم;10,467973;33,43545
مدنين;ابن سينا سيدي مخلوف;0;80;ابن سينا سيدي مخلوف;9;نعم;10,506487;33,425247
مدنين;الراقوبة الغربية;0;95;الراقوبة الغربية;10;نعم;10,409606;33,450424
مدنين;البياز;0;54;البياز;10;نعم;10,458089;33,414567
مدنين;وادي موسى;0;90;وادي موسى;11;نعم;10,384964;33,481552
مدنين;راس وادي الغباي;0;18;راس وادي الغباي;11;نعم;10,467973;33,43545
مدنين;كوتين;0;106;كوتين;12;نعم;10,372988;33,459456
مدنين;البريكات;0;21;البريكات;12;نعم;10,414762;33,474588
مدنين;عمرة الجديدة;0;170;عمرة الجديدة;13;نعم;10,565832;33,431168
مدنين;عمرة القديمة;0;164;عمرة القديمة;13;نعم;10,531711;33,402805
مدنين;شعبة صالي;0;60;شعبة صالي;14;نعم;10,293506;33,233802
مدنين;القرين;0;75;القرين;15;نعم;10,515698;33,61429
مدنين;الحرية بوغرارة;0;40;الحرية بوغرارة;16;نعم;10,678535;33,5391
مدنين;السمار;0;94;السمار;17;نعم;10,608836;33,414318
مدنين;الفرجانية;0;83;الفرجانية;17;نعم;10,620884;33,439076
مدنين;حسي الجليدي;0;60;حسي الجليدي;17;نعم;10,587406;33,359504
مدنين;الصعدان;0;43;الصعدان;17;نعم;10,617111;33,46988
