CRE;Ecole primaire;Nombre total des élèves;Nombre des élèves bénifiçiares de la cantine;Adresse de l'école;Distance entre le banque d'alimentation et l'école;Contient une salle à manger (oui/non);Long;Lat
سيدي بوزيد;م.إ.  النجاح;0;72;الخلافلية اولاد حفوز;48;نعم;9,4024132;34,822932
سيدي بوزيد;م.إ.  2 مارس 34 أولاد حفوز;0;36;شايب راسو اولاد حفوز;48;نعم;9,8095359;35,027579
سيدي بوزيد;م.إ. الونائسية;0;87;الونايسية بن عون 9120;48;نعم;9,1129556;34,911164
سيدي بوزيد;(الحفي)م,إ,-   20مارس النصائبية  ;0;84;النصايبية 9123;48;نعم;9,332684;35,002592
سيدي بوزيد;م.إ.  أولاد عبيد;0;150;الرقاب 9170;49;نعم;9,838682;34,937825
سيدي بوزيد;(الرقاب)   م,إ,-   2مارس 1934 ;0;64;قصر الحمام الشرقية الرقاب 9170;49;نعم;9,857586;34,874736
سيدي بوزيد;م.إ.  العراوة;0;60;العراوة اولاد حفوز;49;نعم;9,9014279;35,157096
سيدي بوزيد;م.إ.  القوائبية;0;55;القوائبية اولاد حفوز;49;نعم;9,8158229;35,163396
سيدي بوزيد;م.إ.  هنشير سلتة;0;125;هنشير سلتة جلمة 9110;50;نعم;9,3415307;35,334618
سيدي بوزيد;م.إ.  بئر نصيب;0;26;الرقاب 9170;50;نعم;9,755997;34,744844
سيدي بوزيد;م.إ.  السرائرية;0;78;الرقاب 9170;50;نعم;9,783732;34,943788
سيدي بوزيد;م.إ.  سيدي عامر;0;90;الرقاب 9170;50;نعم;9,728835;34,783094
سيدي بوزيد;م.إ.  الشواشنية;0;82;الشواشنية اولاد حفوز;50;نعم;9,8581399;35,044661
سيدي بوزيد;م.إ.  أولاد ناجي;0;112;بن عون 9120;50;نعم;9,2227896;34,812302
سيدي بوزيد;م.إ.  2 مارس 34 بنعون;0;191;باطن العقعاق بن عون 9120;50;نعم;9,1423552;34,853533
سيدي بوزيد;م.إ.  الواعرة;0;208;الحرشان بن عون 9120;50;نعم;9,0385359;34,810017
سيدي بوزيد;م.إ.  القراوة 2;0;83;ورغة 9113;50;نعم;9,2727505;34,812729
سيدي بوزيد;م.إ.  ابن خلدون;0;75;الزدام الرقاب 9170;51;نعم;9,499798;35,038105
سيدي بوزيد;م.إ. الحاج مسعود;0;88;الفريجات اولاد حفوز;51;نعم;9,9401785;35,119951
سيدي بوزيد;م.إ.  فرش غريب;0;157;الرقاب 9170;52;نعم;9,909437;34,802376
سيدي بوزيد;م.إ.  سيدي عايد;0;95;الزدام الرقاب 9170;52;نعم;9,914971;34,896519
سيدي بوزيد;م.إ.  البلاهدية (السبالة);0;143;البلاهدية عمادة العيون;52;نعم;9,248039;35,32238
سيدي بوزيد;م.إ.  السلامة;0;220;اولاد سليمان 9159;52;نعم;9,416521;35,265967
سيدي بوزيد;م.إ.  أولاد زيدان;0;130;رحال بئر الحفي 9123;52;نعم;9,3149223;34,827505
سيدي بوزيد;م.إ.  الأبيض;0;133;الابيض جلمة 9110;53;نعم;9,4272318;35,390812
سيدي بوزيد;م.إ.  غدير الزيتونة(جلمة);0;178;غدير الزيتونة جلمة 9110;53;نعم;9,5174814;35,277947
سيدي بوزيد;م.إ.  قبرار;0;69;اولاد عبيد الرقاب 9170;53;نعم;9,815191;34,969866
سيدي بوزيد;م.إ.  هنشير العيثة;0;195;عمادة مغيلة السبالة;53;نعم;9,224704;35,26752
سيدي بوزيد;م.إ.  العبدات;0;75;الادواز اولاد حفوز;53;نعم;9,9294963;35,16839
سيدي بوزيد;م.إ. القبة(أ,حفوز);0;26;القبة اولاد حفوز;53;نعم;9,7238834;35,142399
سيدي بوزيد;م.إ. أولاد منصر;0;142;اولاد منصر 9169;53;نعم;9,0757616;34,745544
سيدي بوزيد;م.إ.  بئر الغزيل;0;90;الرقاب 9170;54;نعم;9,816418;34,708319
سيدي بوزيد;م.إ.  أولاد احمد الزين;0;121;فرش غريب الرقاب 9170;54;نعم;9,91258;34,812384
سيدي بوزيد;م.إ.  سلتة 2;0;150;سلتة 2 جلمة 9110;55;نعم;9,297927;35,367969
سيدي بوزيد;م.إ.  المحافظية;0;88;المحافظية جلمة 9110;55;نعم;9,3437882;35,365505
سيدي بوزيد;م.إ. المحافظية (الرقاب);0;147;فرش غريب الرقاب 9170;55;نعم;9,927471;34,787405
سيدي بوزيد;م.إ.  بئر محمد بن ذويب;0;52;الادواز اولاد حفوز;55;نعم;9,9593514;35,17138
سيدي بوزيد;م.إ.  العكارمة;0;131;طريق صفاقس كم 14 السعيدة 9115;55;نعم;9,907953;34,937103
سيدي بوزيد;م.إ.  أولاد عبد الله;0;110;الرضاع 9174;56;نعم;9,443243;35,265576
سيدي بوزيد;م.إ. أولاد شابو (الرقاب);0;62;الرقاب 9170;56;نعم;9,761346;34,719247
سيدي بوزيد;م.إ.  العيون (السبالة);0;108;العيون عمادة العيون;56;نعم;9,233871;35,30084
سيدي بوزيد;م.إ. الرنزز;0;78;الرنزز كم 8;56;نعم;9,9557379;35,067281
سيدي بوزيد;م.إ. العكايشة;0;100;بن عون 9120;56;نعم;;
سيدي بوزيد;م.إ.  النجاح;0;68;اولاد سليمان 9159;56;نعم;9,4024132;34,822932
سيدي بوزيد;م.إ.  الخرشف;0;260;مدرسة الخرشف 9129;56;نعم;9,492331;34,726566
سيدي بوزيد;م.إ.  السكبة;0;130;الرقاب 9170;57;نعم;9,8855;34,783089
سيدي بوزيد;م.إ.  ابن سينا;0;112;الفريجات اولاد حفوز;57;نعم;9,9746161;35,092672
سيدي بوزيد;م.إ.  بئر ادريس;0;70;اولاد منصر 9169;57;نعم;9,1713427;34,73655
سيدي بوزيد;م.إ. واد العكارمة (بوزيان);0;42;منزل بوزيان 9114;57;نعم;9,442904;34,731295
سيدي بوزيد;م.إ. هنشير الخدم;0;72;الرقاب 9170;58;نعم;9,818181;34,673489
سيدي بوزيد;م.إ.  الدمدوم;0;80;الدمدوم بن عون 9120;58;نعم;9,2496347;34,738725
سيدي بوزيد;م.إ.  الرقبة;0;31;اولاد منصر 9169;58;نعم;9,1080402;34,728725
سيدي بوزيد;م.إ.  أولاد العشى;0;97;اولاد منصر 9169;58;نعم;9,1290359;34,755884
سيدي بوزيد;م.إ.  القوادررية بن عون;0;84;اولاد منصر 9169;58;نعم;9,0464986;34,73832
سيدي بوزيد;م.إ.  سيدي خليفة(السعيدة);0;173;طريق اولاد الهاني كم 2 السعيدة 9115;58;نعم;9,930735;34,922999
سيدي بوزيد;م.إ.  زغمار;0;270;زغمار جلمة 9110;60;نعم;9,33284;35,401619
سيدي بوزيد;م.إ.  النصر- جلمة;0;240;النصر جلمة 9110;60;نعم;9,430569;35,430526
سيدي بوزيد;م.إ.  الدهيسة;0;102;الدهيسة جلمة9110;60;نعم;9,380355;35,392795
سيدي بوزيد;م.إ.  الرضاع;0;159;الرضاع 9174;60;نعم;9,878786;34,697503
سيدي بوزيد;م.إ.  الهدى;0;93;الرضاع 9174;60;نعم;9,895446;34,732436
سيدي بوزيد;م.إ.  السعايدية (السبالة);0;160;عمادة العيون السبالة;60;نعم;9,149401;35,282875
سيدي بوزيد;م.إ.  هنشير القريعات;0;25;بئر عمامة 9113;60;نعم;9,2531599;34,861723
سيدي بوزيد;م.إ.  الحفاصة;0;202;رحال 9123;60;نعم;9,378992;34,775871
سيدي بوزيد;م.إ.  السعيدة أولاد موسى;0;450;طريق صفاقس السعيدة 9115;60;نعم;9,950667;34,964171
سيدي بوزيد;م.إ.  الامتياز (الزباق);0;71;منزل بوزيان 9114;60;نعم;9,462559;34,742251
سيدي بوزيد;م.إ.  الحوية;0;377;الحوية جلمة 9110;61;نعم;9,369644;35,455058
سيدي بوزيد;م.إ.  أولاد الفالح;0;83;الرضاع 9174;62;نعم;9,860794;34,668406
سيدي بوزيد;م.إ.  قرية المبروكة;0;54;قرية المبروكة المكناسي;62;نعم;9,545181;34,643003
سيدي بوزيد;م.إ. أولاد ابراهيم;0;345;القرية بن عون 9120;62;نعم;8,9720178;34,782237
سيدي بوزيد;م.إ.  العهد الجديد;0;122;رحال 9113;62;نعم;9,3386543;35,190887
سيدي بوزيد;م.إ.  فوفي البعث;0;305;منزل بوزيان 9114;62;نعم;9,394878;34,713938
سيدي بوزيد;م.إ.  الحمروني;0;240;الحمروني جلمة 9110;63;نعم;9,454782;35,427241
سيدي بوزيد;م.إ.  أولاد بلقاسم;0;284;طريق صفاقسكم 24 الخشم 9173;63;نعم;9,971983;35,000328
سيدي بوزيد;م.إ.  قرية النصر;0;288;قرية النتصر المكناسي;64;نعم;9,515004;34,578569
سيدي بوزيد;م.إ.  القراوة;0;83;القراوة 1 بن عون 9120;64;نعم;9,2493666;34,829583
سيدي بوزيد;م.إ.  الرابطة -بئر الحفي;0;243;رحال 9123;64;نعم;9,3450671;34,777118
سيدي بوزيد;م.إ.  الخدمة;0;224;ورغة 9113;64;نعم;9,289752;34,775886
سيدي بوزيد;الأمل بئر الحفي;0;70;ورغة 9113;64;نعم;9,1928515;34,929417
سيدي بوزيد;م.إ.  أولاد الهاني;0;143;طريق اولاد الهاني السعيدة 9115;65;نعم;9,962065;34,897848
سيدي بوزيد;م.إ.  الصّفايا(السعيدة);0;274;طريق الصفايا كم 5 السعيدة 9115;65;نعم;9,908282;34,987092
سيدي بوزيد;م.إ.  الخرادنية(السعيدة);0;89;طريق الخردانية كم 5 السعيدة 9115;65;نعم;9,983832;34,944137
سيدي بوزيد;م.إ.  المالوسي;0;134;مدرسة المالوسي الخرشف 9129;65;نعم;9,437549;34,713441
سيدي بوزيد;م.إ.  الزوام;0;37;مدرسة الزوام الخرشف 9129;65;نعم;9,469542;34,696081
سيدي بوزيد;م.إ.  الخشم;0;300;طريق صفاقس كم 29 الخشم 9173;66;نعم;9,979148;35,026779
سيدي بوزيد;م.إ. الشوائحية;0;158;الشوايحية جلمة 9110;67;نعم;9,478419;35,460338
سيدي بوزيد;م.إ.  الغابة السوداء;0;231;طريق الغابة السوداء كم 5 السعيدة 9115;67;نعم;9,936619;35,001983
سيدي بوزيد;م.إ.  قرية الاعتزاز;0;162;منزل بوزيان 9114;67;نعم;9,472712;34,579021
سيدي بوزيد;م.إ.  بوشيحة 2;0;70;طريق اولاد عبيد كم 13 السعيدة 9115;68;نعم;9,815191;34,969866
سيدي بوزيد;م.إ.  الطواهرية (المكناسي);0;33;الطواهرية المكناسي;69;نعم;9,675217;34,732904
سيدي بوزيد;م.إ.  عين جفال;0;226;عين جفال جلمة 9110;70;نعم;9,252044;35,357109
سيدي بوزيد;م.إ.  العضلة;0;27;العضلة جلمة 9110;70;نعم;9,415571;35,405274
سيدي بوزيد;م.إ.  الكرمة;0;97;الكرمة المكناسي;70;نعم;9,747447;34,632846
سيدي بوزيد;م.إ.  الحاج بوعلي;0;158;طريق صفاقس كم 32 الخشم 9173;70;نعم;9,974887;35,048056
سيدي بوزيد;م.إ.  المشاشة;0;56;المش المكناسي;71;نعم;9,504977;34,505907
سيدي بوزيد;م.إ.  المش;0;39;المش المكناسي;71;نعم;9,541647;34,523368
سيدي بوزيد;م.إ.  بوشيحة;0;197;طريق اولاد عبيد كم 15 السعيدة 9115;72;نعم;9,86857;34,96546
سيدي بوزيد;م.إ.  الزوارع;0;32;الزوارع المكناسي;73;نعم;9,712199;34,701536
سيدي بوزيد;م.إ. المش الغربية;0;39;المش الغربية المكناسي;74;نعم;9,469589;34,513163
سيدي بوزيد;م.إ.  هنشير القلال;0;236;منزل بوزيا ن 9114;74;نعم;9,3503148;34,687344
سيدي بوزيد;م.إ.  عين مدور;0;98;عين مدور جلمة 9110;75;نعم;9,231424;35,360626
سيدي بوزيد;م.إ.  البراهمية;0;350;طريق البراهمية كم 3 الخشم 9173;75;نعم;9,954902;35,02514
سيدي بوزيد;م.إ.  الطاهر الحداد(السعيدة);0;181;طريق الربايعية كم 4 الخشم 91;75;نعم;9,950527;35,035903
سيدي بوزيد;م.إ.  النوامر;0;7;منزل بوزيان 9114;75;نعم;9,397088;34,581982
سيدي بوزيد;م.إ.  الغريس;0;53;الغريس المكناسي;76;نعم;9,818273;34,640907
سيدي بوزيد;م.إ.  النور;0;64;الغريس المكناسي;76;نعم;9,764269;34,665704
سيدي بوزيد;م.إ.  وادي العرعار;0;42;منزل بوزيان 9114;76;نعم;9,386101;34,554298
سيدي بوزيد;م.إ.  قرية العمران;0;40;منزل بوزيان 9114;77;نعم;9,3597048;34,568316
سيدي بوزيد;م.إ.  بئر العرعارية;0;59;منزل بوزيان 9114;79;نعم;9,387828;34,658529
سيدي بوزيد;م.إ.  عرادة;0;106;منزل بوزيان 9114;79;نعم;9,313841;34,686874
سيدي بوزيد;الرابطة - منزل بوزيان;0;20;منزل بوزيان 9114;79;نعم;9,35884;34,588063
سيدي بوزيد;م.إ.  دخلة هداج;0;180;منزل بوزيان 9114;80;نعم;9,5400521;34,431315
سيدي بوزيد;م.إ.  أولاد بن جدو;0;27;منزل بوزيان 9114;81;نعم;9,446466;34,629142
سيدي بوزيد;م.إ.  أولاد بوعزيز - منزل بوزيان;0;17; منزل بوزيان 9114;82;نعم;9,40559;34,896126
سيدي بوزيد;م.إ.  أولاد عمر - منزل بوزيان;0;59;منزل بوزيان 9114;84;نعم;9,419737;34,57247
سيدي بوزيد;م.إ.  الربائعية;0;56;منزل بوزيان 9114;84;نعم;9,51264;34,671656
سيدي بوزيد;م.إ. الطموح(بوزيان);0;8;منزل بوزيان 9114;85;نعم;9,3444901;34,521033
سيدي بوزيد;م.إ.  السعادة;0;34;منزل بوزيان 9114;86;نعم;9,482209;34,663374
سيدي بوزيد;م.إ. المعاذر (بوزيان);0;53;منزل بوزيان 9114;90;نعم;9,351813;34,632997
سيدي بوزيد;م.إ.  غدير الربايع;0;91;غدير الربايع المزونة;91;نعم;9,9266496;34,466938
سيدي بوزيد;م.إ.  هنشير الخيمة;0;120;الخيمة المزونة;91;نعم;9,9285848;34,570751
سيدي بوزيد;م.إ.  الديايرية;0;43;الديارية طريق المكناسي المزونة;91;نعم;9,7900068;34,604287
سيدي بوزيد;م.إ.  القزقازية;0;143;القزقازية المزونة;92;نعم;9,873684;34,472725
سيدي بوزيد;م.إ. الغريس الشرقية;0;54;الغريس المزونة;93;نعم;9,8729788;34,63261
سيدي بوزيد;العهد الجديد المزونة;0;113;اولاد دلالة طريق الفوني;93;نعم;9,3386543;35,190887
سيدي بوزيد;أولا دعمر المزونة;0;130;الدوارة المزونة;94;نعم;9,535946;34,950815
سيدي بوزيد;م.إ.  الزعائرية;0;40;منزل بوزيان 9114;95;نعم;9,313339;34,613705
سيدي بوزيد;م.إ.  فوفي السند;0;11;منزل بوزيان 9114;96;نعم;9,277542;34,583327
سيدي بوزيد;م.إ.  فرجان;0;128;فرجان المزونة;98;نعم;9,7727172;34,479165
سيدي بوزيد;م.إ.  واد الدم;0;67;الدوارة المزونة;98;نعم;9,7307508;34,533094
سيدي بوزيد;م.إ. فرفار;0;80;فرفار المزونة;99;نعم;9,7382409;34,452908
سيدي بوزيد;(المزونة)  م,إ  2مارس1934 ;0;102;طريق الفوني المزونة;100;نعم;9,9829485;34,508121
سيدي بوزيد;م.إ.  الفوني;0;72;الفوني المزونة;102;نعم;10,015903;34,508294
سيدي بوزيد;م.إ. البوع;0;200;البوع المزونة;106;نعم;9,7182999;34,480639
سيدي بوزيد;م.إ. البوع 2;0;270;البوع  المزونة;106;نعم;9,700728;34,482506
سيدي بوزيد;م.إ. القوارص;0;139;القوارص المزونة;110;نعم;9,6491601;34,433789
سيدي بوزيد;م.إ.  هداج;0;74;بوهدمة المزونة;116;نعم;9,5400521;34,431315
سيدي بوزيد;م.إ.  بوهدمة;0;234;بوهدمة المزونة;116;نعم;9,5851676;34,441603
سيدي بوزيد;م.إ. هداج 2;0;47;هداج المزونة;116;نعم;9,5265295;34,403041
سيدي بوزيد;م.إ.  طلح المراقب;0;55;الطلح المزونة;118;نعم;9,6107233;34,401154
سيدي بوزيد;م.إ.  طلح الخبنة;0;121;الخبنة المزونة;124;نعم;9,5748481;34,353726
تونس 2;م.إ.  برج شاكير;0;88;نهج الغابة 1095 سيدي حسين تونس;0;نعم;10,07670802;36,76433717
تونس 2;م.إ.  الجيارة 2;0;196;سيدي حسين 1095 تونس;1;نعم;10,088395;36,767754
تونس 2;م.إ. غدير القلة;0;72;طريق الكاف كلم 10 العقبة 1110 الحرارية;3;نعم;10,053083;36,779258
تونس 2;م.إ.  العطار;0;78;طريق المرناقية 1095 سيدي حسين;4;نعم;10,068868;36,732479
تونس 2;م.إ.  السيجومي;0;84;حي بالتومي كام 4 طريق فوشانة سيدي حسين;4;نعم;10,117184;36,754737
تونس 2;م.إ.  مغيره انزال;0;62;طريق فوشانة 1095 سيدي حسين;8;نعم;10,14280051;36,7102938
تونس 2;النجاح الملاسين;0;100;نهج 41781 حي هلال 2072 الملاسين;8;نعم;10,1619;36,790653
تونس 2;م.إ.  حي الزياتين 2;0;90;نهج السوق حي الزياتين 1005 العمران;10;نعم;10,158435;36,819811
أريانة;م.إ.  برج يوسف;146;146;قلعة الأندلس برج يوسف 2032;27;لا;10,098761;36,943964
أريانة;م.إ.  بوحنش;224;224;قلعة الأندلس بوحنش 2081;28;لا;10,135432;36,97341
أريانة;م.إ.  حدائق المنيهلة;92;92;المنيهلة ;31;لا;10,143339;36,873195
أريانة;م.إ.  الجباس;167;167;سيدي ثابت الجباس;33;لا;10,082203;36,888082
أريانة;م.إ.  البكري سبالة بن عمار;390;390;سيدي ثابت;33;لا;10,104169;36,910917
أريانة;م.إ.  سبالة بن عمار;249;249;سيدي ثابت 2032;34;نعم;10,109766;36,894525
أريانة;م.ا.سيدي ثابت 2;271;271;سيدي ثابت 2;43;لا;10,026376;36,896313
تونس 1;م.إ.  نهج كتاب الوزير;0;80;باب الجزيرة تونس;24;نعم;10,174021;36,796852
تونس 1;م.إ.  حي النور 1;0;92;حي النور الكبارية;22;نعم;10,203457;36,748363
تونس 1;حي النور 2 الكبارية;0;92;حي النور 2 الكبارية;22;نعم;10,201324;36,751854
تونس 1;م.إ.  نهج كرباكة مونفلوري;0;190;نهج الساحل;20;نعم;10,17423;36,782731
تونس 1;حي هلال2;0;150;حي هلال;20;نعم;10,169824;36,778387
تونس 1;م.إ.  حي محمد علي الوردية;0;160;الوردية;19;نعم;10,185852;36,767717
تطاوين;م.ا.وادي بياش;0;60;م.ا.وادي بياش تطاوين الجنوبية;3;نعم;;
تطاوين;م.ا. غرغار ;0;150;م.ا. غرغار تطاوين الجنوبية;4,5;نعم;10,419345;32,91639
تطاوين;م.ا.ابن خلدون;0;170;م.ا.ابن خلدون تطاوين الشمالية;7;نعم;10,442193;32,911644
تطاوين;م.ا.الرجاء;0;101;م.ا.الرجاء تطاوين الجنوبية;8;نعم;10,46676;32,922775
تطاوين;م.ا.تمزوت;0;123;م.ا.تمزوت تطاوين الشمالية;10;نعم;10,385776;32,882342
تطاوين;م.ا.الفرش الجنوبية;0;78;م.ا.الفرش الجنوبية تطاوين الجنوبية;10;نعم;10,471975;32,935063
تطاوين;م.ا. قصر اولاد دباب;0;115;م.ا. قصر اولاد دباب تطاوين الجنوبية;10;نعم;10,369859;32,953928
تطاوين;م.ا.المزطورية الشمالية;0;80;م.ا.المزطورية الشمالية;11;نعم;10,382526;32,873789
تطاوين;م.ا. المزطورية الجنوبية;0;210;م.ا. المزطورية الجنوبية تطاوين الجنوبية;11;نعم;10,474599;32,864152
تطاوين;م.ا.الفرش الشمالية;0;112;م.ا. الفرش الشمالية غمراسن;12;نعم;10,475582;32,847862
تطاوين;م.ا.تونكت;0;128;م.ا. تونكت تطاوين الجنوبية;13;نعم;10,3484;32,976121
تطاوين;م.ا.قطوفة;0;20;م.ا.قطوفة تطاوين الشمالية;13;نعم;10,485135;32,875144
تطاوين;م.ا.بني بلال الجديدة;0;64;م.ا.بني بلال الجديدة تطاوين الشمالية;13;نعم;10,525793;32,902802
تطاوين;م.ا.وادي الغار;0;84;م.ا.وادي الغار تطاوين الشمالية;15;نعم;10,532354;32,888275
تطاوين;م.ا.قصر المرابطين;0;18;م.ا. قصر المرابطين غمراسن;16;نعم;10,547304;32,986226
تطاوين;م.ا.الحرية;0;31;م.ا.الحرية غمراسن;17;نعم;10,384992;33,026028
تطاوين;م.ا.المظيلة;0;26;م.ا. المظيلة غمراسن;17;نعم;10,40885;33,053897
تطاوين;م.ا.حي السالمي;0;18;م.ا.حي السالمي غمراسن;17;نعم;10,336788;33,016936
تطاوين;م.ا.بني بلال القديمة;0;39;م.ا.بني بلال القديمةتطاوين الشمالية;17;نعم;10,439392;33,03131
تطاوين;م.ا. القطار ;0;50;م.ا. القطار تطاوين الشمالية;18;نعم;10,530739;32,920959
تطاوين;م.ا.غمادي;0;31;م.ا.غمادي تطاوين شمالية;18;نعم;10,559035;32,906285
تطاوين;م.ا.تلات;0;186;م.ا.تلالت تطاوين الشمالية;20;نعم;10,632448;32,886217
تطاوين;م.ا.تملست;0;52;م.ا.تملست تطاوين الشمالية;21;نعم;10,386266;32,98463
تطاوين;م.ا. بن جدو ;0;32;م.ا. بن جدو تطاوين الشمالية;22;نعم;10,471831;32,791125
تطاوين;م.ا.الزهرة;0;272;م.ا.الزهرة  تطاوين الشمالية;22;نعم;10,496669;32,772104
تطاوين;م.ا.الزهرة الجديدة;0;120;م.ا.الزهرة الجديدة تطاوين الشمالية;23;نعم;10,565117;32,817148
تطاوين;م.ا.بني يخزر;0;30;م.ا.بني يخزر تطاوين الشمالية;24;نعم;10,622831;32,827905
تطاوين;م.ا.شنني الجديدة;0;49;م.ا.الابتدائية شنني الجديدة تطاوين الجنوبية;25;نعم;10,568113;32,847128
تطاوين;م.ا.الزدلفة ;0;60;م.ا.الزدلفة غمراسن;25;نعم;10,279466;32,91312
تطاوين;م.ا.وادي قراقر;0;15;م.ا.وادي قراقر بئر لحمر;25;نعم;10,320427;33,055983
تطاوين;م.ا.قريميسة;0;22;م.ا.قريميسة تطاوين الشمالية;27;نعم;10,409646;33,121933
تطاوين;م.ا. شنني القديمة ;0;35;م.ا. شنني القديمة تطاوين الجنوبية;27;نعم;10,571141;32,795399
تطاوين;م.ا.قصر اولاد بوبكر;0;103;م.ا.قصر اولاد بوبكر بئر لحمر;30;نعم;10,260119;32,910742
تطاوين;م.ا.قصر اولاد سلطان ;0;157;م.ا.قصر اولاد سلطان تطاوين الشمالية;30;نعم;10,449979;33,148767
تطاوين;م.ا.معاند;0;55;م.ا.معاند تطاوين الشمالية;30;نعم;10,518092;32,790411
تطاوين;م.ا. الدويرات;0;35;م.ا. الدويرات تطاوين الجنوبية;30;نعم;10,530722;32,823866
تطاوين;م.ا. بئر ثلاثين ;0;70;م.ا. بئر ثلاثين تطاوين الجنوبية;30;نعم;10,287425;32,858275
تطاوين;م.ا.الحدادة;0;100;م.ا.الحدادة غمراسن;32;نعم;10,330461;32,695014
تطاوين;م.ا.مغيط;0;44;م.ا.مغيط تطاوين الشمالية;32;نعم;10,313548;33,098826
تطاوين;م.ا.المعونة;0;26;م.ا.المعونة تطاوين الشمالية;32;نعم;10,535677;32,773993
تطاوين;م.ا.الحشانة;0;211;م.ا.الحشانة تطاوين الشمالية;32;نعم;10,696745;33,02517
تطاوين;م.ا.العرقوب;0;16;م.ا.العرقوب بئر لحمر;33;نعم;10,640669;32,851321
تطاوين;م.ا.رمثة;0;144;م.ا.رمثة تطاوين الشمالية;33;نعم;10,357219;33,110134
تطاوين;م.ا.قصر بحير;0;11;م.ا.قصر بحير تطاوين الشمالية;34;نعم;10,477651;32,734983
تطاوين;م.ا.ودي العرفج;0;16;م.ا.ودي العرفج بئر لحمر;35;نعم;10,662426;32,970314
تطاوين;م.ا.السعادة;0;77;م.ا.السعادة تطاوين الشمالية;35;نعم;10,479862;33,178166
تطاوين;م.ا.القابل;0;13;م.ا.القابل تطاوين الشمالية;35;نعم;10,675691;32,802934
تطاوين;م.ا. رأس الوادي ;0;16;م.ا. رأس الوادي تطاوين الجنوبية;35;نعم;10,558325;32,776497
تطاوين;م.ا.الجديدة;0;60;م.ا.الجديدة تطاوين الشمالية;36;نعم;10,257373;32,769573
تطاوين;م.ا. بني مهيرة;0;276;م.ا. بني مهيرة معتمدية بني مهيرة;39;نعم;10,569739;32,817198
تطاوين;م.ا.وادي الخيل ;0;59;م.ا.وادي الخيل  غمراسن;40;نعم;10,821791;32,870837
تطاوين;م.ا. كرشاو;0;320;م.ا. كرشاو تطاوين الشمالية;42;نعم;10,350303;33,161945
تطاوين;م.ا. بني مهيرة الجديدة;0;202;م.ا. بني مهيرة الجديدة معتمدية بني مهيرة;45;نعم;10,794904;33,031939
تطاوين;م.ا.بني احمد ;0;12;م.ا.بني احمد تطاوين الشمالية;47;نعم;10,81302;32,861261
تطاوين;م.ا.لبيطن;0;64;م.ا.لبيطن تطاوين الشمالية;47;نعم;10,758514;32,928422
تطاوين;م.ا. قلب الرخم;0;27;م.ا. قلب الرخم الصمار;51;نعم;10,6707;32,774654
تطاوين;م.ا. راس الوادي;0;66;م.ا. راس الوادي معتمدية بني مهيرة;57;نعم;10,760081;32,97637
تطاوين;م.ا.بئر عمير;0;43;م.ا.بئير عمير رمادة;58;نعم;10,795313;32,904459
تطاوين;م.ا. الغرياني;0;68;م.ا. الغرياني  الصمار;58;نعم;10,150158;32,60173
تطاوين;م.ا. الرهاش;0;10;م.ا. الرهاش معتمدية بني مهيرة;61;نعم;10,906868;32,998818
تطاوين;م.ا. المرة;0;35;م.ا. المرة معتمدية بني مهيرة;63;نعم;10,826199;32,91791
تطاوين;م.ا. قرعات هلال;0;37;م.ا. قرعات هلال معتمدية بني مهيرة;70;نعم;11,094482;32,814887
تطاوين;م.ا.البشير النبهاني;0;205;م.ا.البشير النبهاني رمادة;82;نعم;11,037688;32,795767
تطاوين;م.ا.2مارس 1934 رمادة;0;146;م.ا.2مارس رمادة;82;نعم;10,395913;32,314612
تطاوين;م.ا. الطاهر بوضرع;0;181;م.ا.الطاهر بوضرع ذهيبة;83;نعم;10,401087;32,319504
تطاوين;م.ا.كمبوت;0;42;م.ا.كمبوت رمادة;84;نعم;10,390042;32,31581
تطاوين;م.ا.العشوش;0;52;م.ا.العشوش رمادة;94;نعم;10,308378;32,298191
تطاوين;م.ا.نكريف;0;86;م.ا.نكريف رمادة;98;نعم;10,374342;32,356151
تطاوين;م.ا.برج بورقيبة;0;13;م.ا.برج بورقيبة رمادة;120;نعم;10,469109;32,187898
تطاوين;م.ا.2مارس 1934 ذهيبة;0;218;م.ا.2مارس ذهيبة;122;نعم;10,0308;32,207699
تطاوين;م.ا.ذهيبة الغربية;0;172;م.ا.ذهيبة الغربية ذهيبة;122;نعم;10,701564;32,00884
تطاوين;م.ا.مغني ;0;22;م.ا.مغني رمادة;125;نعم;10,691562;32,012437
جندوبة;الطواهرية;0;146;الطواهرية جندوبة الشمالية;7;نعم;8,793892;36,532922
جندوبة;الرشاد;0;84;الرشاد جندوبة الجنوبية;4;نعم;8,817898;36,484692
جندوبة;الجريف القبلي;0;67;عين الكريمة جندوبة الجنوبية;6;نعم;8,709;36,446
جندوبة;الصوالة;0;65;الصوالة جندوبة الشمالية;10;نعم;8,741131;36,534718
جندوبة;معلى;0;46;معلى جندوبة الجنوبية;10;نعم;8,809911;36,435406
جندوبة;العزيمة;0;117;العزيمة جندوبة الجنوبية;11;نعم;8,880893;36,551688
جندوبة;سيدي الهميسي;0;152;سيدي الهميسي جندوبة الجنوبية;11;نعم;8,838289;36,453622
جندوبة;الشافعي;0;120;الشافعي جندوبة الشمالية;13;نعم;8,721677;36,549488
جندوبة;عين الكريمة;0;119;عين الكريمة جندوبة الجنوبية;13;نعم;8,868581;36,435996
