"Code","Nom","Adresse","Gouvernorat","Délégation"
"1779","XXX","avenue de la republique et avenue mohamed ali","SFAX","SKHIRA"
"2123","XXX","IMADAT EL KHADRA","SFAX","SKHIRA"
" 760","XXX","ROUTE DE GABES KM 9 TYNA SFAX","SFAX","THYNA"
" 772","XXX","ROUTE DE GABES KM 6 -","SFAX","THYNA"
" 781","XXX","ROUTE DE GABES KM 7 TYNA SFAX","SFAX","THYNA"
"1626","XXX","ROUTE DE GABES KM 7 - DEVANT CITE MOEZ - IMMEUBLE BARKIA - THYNA - SFAX","SFAX","THYNA"
"1673","XXX","ROUTE DE L'AEROPORT KM 7,1 DIRECTION AGAREB","SFAX","THYNA"
"1823","XXX","ROUTE DE GABES KM 9 - AVENUE HEDI NOUIRA","SFAX","THYNA"
"2026","XXX","ROUTE DE GABES KM 6 - CITE BADRANI N°30","SFAX","THYNA"
"2073","XXX","ROUTE DE GABES KM 7","SFAX","THYNA"
"2141","XXX","ROUTE DE L'AEROPORT KM 8","SFAX","THYNA"
"2482","XXX","ROUTE DE L'AEOROPORT KM 6 - COMMUNE EL HAJEB - THYNA","SFAX","THYNA"
" 278","XXX","RTE GP3 ENTRE GAFSA ET TUNIS","SIDI BOUZID","BIR EL HFAY"
" 293","XXX","BIR EL HFAY","SIDI BOUZID","BIR EL HFAY"
"1607","XXX","AVENUE HABIB BOURGUIBA","SIDI BOUZID","BIR EL HFAY"
"1838","XXX","AVENUE 7 NOVEMBRE","SIDI BOUZID","CEBALET OULED ASKER"
"2391","XXX","06 RUE TAIEB MHAMDI - CEBELET OULED ASKER","SIDI BOUZID","CEBALET OULED ASKER"
"1874","XXX","IMADAT SAIDA - REGUEB","SIDI BOUZID","ESSAIDA"
"1886","XXX","IMADAT KCHEM EST","SIDI BOUZID","ESSAIDA"
"2205","XXX","IMADAT HICHRIA","SIDI BOUZID","HICHRIA"
" 281","XXX","RUE TAIEB MHIRI","SIDI BOUZID","JELMA"
"1555","XXX","AVENUE 7 NOVEMBRE","SIDI BOUZID","JELMA"
"2163","XXX","CITE NORD","SIDI BOUZID","JELMA"
"2435","XXX","AVENUE HABIB BOURGUIBA - FACE MAISON DE LA CULTURE - JELMA- SIDI BOUZID","SIDI BOUZID","JELMA"
"1532","XXX","AVENUE HABIB BOURGUIBA","SIDI BOUZID","MEKNASSY"
"1575","XXX","AVENUE HABIB BOURGUIBA","SIDI BOUZID","MEKNASSY"
"1811","XXX","AVENUE 7 NOVEMBRE","SIDI BOUZID","MENZEL BOUZAIANE"
"2370","XXX","ROUTE NATIONALE N 14 EN FACE DE LA POSTE - MENZEL BOUZAIENE - SIDI BOUZID","SIDI BOUZID","MENZEL BOUZAIANE"
" 276","XXX","12-13-14-15 CENTRE DU SOUK MEZZOUNA","SIDI BOUZID","MEZZOUNA"
"1998","XXX","rue el basra","SIDI BOUZID","MEZZOUNA"
"2176","XXX","ROUTE PRINCIPALE N°13","SIDI BOUZID","OULED HAFFOUZ"
"2260","XXX","ROUTE PRINCIPALE N°13 - RUE MONGI SLIM","SIDI BOUZID","OULED HAFFOUZ"
"1356","XXX","AVENUE DE LA REPUBLIQUE REGUEB","SIDI BOUZID","REGUEB"
"1588","XXX","AVENUE DES MARTYRS - PLACE 7 NOVEMBRE","SIDI BOUZID","REGUEB"
"1832","XXX","AVENUE TAIEB M'HIRI - FACE ECOLE PRIMAIRE IBN MANDHOUR","SIDI BOUZID","REGUEB"
"2369","XXX","AVENUE DE L'ENVIRONNEMENT - REGUEB - SIDI BOUZID","SIDI BOUZID","REGUEB"
" 288","XXX","ROUTE GAFSA SIDI ALI BEN OUN","SIDI BOUZID","SIDI ALI BEN AOUN"
"1415","XXX","RUE ERRIADH BEN AOUN","SIDI BOUZID","SIDI ALI BEN AOUN"
"1602","XXX","ROUTE DE MEKNASSY","SIDI BOUZID","SIDI BOUZID EST"
"1647","XXX","immeuble guizani monder - lassouda","SIDI BOUZID","SIDI BOUZID EST"
"1840","XXX","imadat el faiedh","SIDI BOUZID","SIDI BOUZID EST"
"2374","XXX","IMMEUBLE EL FERDAWS - CITE YASSAMINE - SIDI BOUZID EST","SIDI BOUZID","SIDI BOUZID EST"
" 277","XXX","AVENUE HABIB BOURGUIBA","SIDI BOUZID","SIDI BOUZID OUEST"
" 282","XXX","51,RUE ALI BELHOUENE","SIDI BOUZID","SIDI BOUZID OUEST"
" 283","XXX","SIDI BOUZID OUEST","SIDI BOUZID","SIDI BOUZID OUEST"
" 286","XXX","AVENUE HABIB BOURGUIBA","SIDI BOUZID","SIDI BOUZID OUEST"
" 287","XXX","CITE EL OUAHAT IMMEUBLE CNRPS","SIDI BOUZID","SIDI BOUZID OUEST"
" 291","XXX","RUE ALI BELHAOUANE","SIDI BOUZID","SIDI BOUZID OUEST"
" 292","XXX","22,AVENUE DE LA POSTE","SIDI BOUZID","SIDI BOUZID OUEST"
"1571","XXX","AVENUE HABIB BOURGUIBA","SIDI BOUZID","SIDI BOUZID OUEST"
"1653","XXX","AVENUE PALESTINE - SIDI BOUZID OUEST - SIDI BOUZID","SIDI BOUZID","SIDI BOUZID OUEST"
"1614","XXX","avenue mohamed el bouazizi - imm charlotte - sidi bouzid ouest","SIDI BOUZID","SIDI BOUZID OUEST"
"1987","XXX","CITE EL OUROUD - ROUTE DE GAFSA","SIDI BOUZID","SIDI BOUZID OUEST"
"2307","XXX","IMMEUBLE GASMI - CITE EL OUROUD - SIDI BOUZID","SIDI BOUZID","SIDI BOUZID OUEST"
" 289","XXX","SOUK JEDID SIDI BOUZID","SIDI BOUZID","SOUK JEDID"
"1601","XXX","AVENUE HABIB BOURGUIBA - IMMEUBLE CTAMA","SILIANA","BARGOU"
" 871","XXX","RUE DE LYBIE","SILIANA","BOUARADA"
" 877","XXX","AV. DE L'ENVIRONNEMENT (RUE DE PALESTINE)","SILIANA","BOUARADA"
" 873","XXX","AVENUE DE LA LIBERTE SIDI BOUROUIS","SILIANA","BOUROUIS"
"2002","XXX","av 9 avril n 8- el aroussa","SILIANA","EL AROUSSA"
" 869","XXX","AVENUE HABIB BOURGUIBA","SILIANA","GAAFOUR"
" 883","XXX","10 RUE FARHAT HACHED GAAFOUR","SILIANA","GAAFOUR"
"2088","XXX","ZONE ARTISANALE N 6-7 - AVENUE 14 JANVIER - KESRA SILIANA","SILIANA","KESRA"
" 881","XXX","AVENUE HABIB BOURGUIBA","SILIANA","KRIB"
"1550","XXX","05 AVENUE DE L' ENVIRONNEMENT","SILIANA","KRIB"
" 876","XXX","RUE DE LA REPUBLIQUE","SILIANA","MAKTHAR"
" 878","XXX","RUE HEDI CHAKER","SILIANA","MAKTHAR"
"1594","XXX","RUE FARHAT HACHED N°6-MAKTHAR","SILIANA","MAKTHAR"
" 872","XXX","ROUHIA","SILIANA","ROUHIA"
"1546","XXX","AVENUE DE L'ENVIRONNEMENT N°35","SILIANA","ROUHIA"
" 868","XXX","AVENUE DES MARTYRES","SILIANA","SILIANA NORD"
" 870","XXX","PLACE DU MARCHE","SILIANA","SILIANA NORD"
" 880","XXX","21 RUE DE BIZERTE","SILIANA","SILIANA NORD"
"2131","XXX","76 avenue habib thameur","SILIANA","SILIANA NORD"
"2364","XXX","AVENUE IBN SINA - SILIANA NORD - SILIANA","SILIANA","SILIANA NORD"
"1707","XXX","RUE OMAR IBN EL KHATTAB - CITE DU LYCEE","SILIANA","SILIANA SUD"
"1839","XXX","AVENUE DE L'ENVIRONNEMENT","SILIANA","SILIANA SUD"
"1996","XXX","imadat elguebel","SILIANA","SILIANA SUD"
" 912","XXX","RUE DES MARTYRS","SOUSSE","AKOUDA"
" 921","XXX","AVENUE DE LA REPUBLIQUE","SOUSSE","AKOUDA"
" 938","XXX","CHOTT MERIEM","SOUSSE","AKOUDA"
"1702","XXX","9 avenue de l'environnement","SOUSSE","AKOUDA"
" 811","XXX","ROUTE TOURISTIQUE - TANTANA","SOUSSE","AKOUDA"
"2130","XXX","avenue de l'environnement n 43","SOUSSE","AKOUDA"
"2380","XXX","01 AVENUE DE L'ENVIRONNEMENT - IMMEUBLE GAMOUN - AKOUDA - SOUSSE","SOUSSE","AKOUDA"
"2401","XXX","60 BIS 2 RUE 02 MARS AKOUDA - SOUSSE","SOUSSE","AKOUDA"
" 898","XXX","AVENUE HEDI CHAKER","SOUSSE","BOUFICHA"
"1714","XXX","avenue hedi cheker","SOUSSE","BOUFICHA"
"2453","XXX","ANGLE AVENUE HEDI CHAKER ET RUE ABOU KACEM CHEBBI - BOUFICHA","SOUSSE","BOUFICHA"
" 920","XXX","ROUTE MOUREDDINE -CITE EZOUHOUR","SOUSSE","COMMUNE EZZOUHOUR"
"1646","XXX","114 RUE KOUEIT - CITE EZZOUHOUR","SOUSSE","COMMUNE EZZOUHOUR"
"1751","XXX","croissement avenue malte et avenue 9 avril n_65 - errayhan","SOUSSE","COMMUNE EZZOUHOUR"
"2060","XXX","AVENUE ERRIADH - CITE ERRAYHANA","SOUSSE","COMMUNE EZZOUHOUR"
"2231","XXX","AVENUE HABIB BOURGUIBA N°15, CITE RAYHANE","SOUSSE","COMMUNE EZZOUHOUR"
" 903","XXX","AVENUE HABIB BOURGUIBA SOUSSE RIADH","SOUSSE","COMMUNE KSIBA THRAYET"
"1569","XXX","AVENUE DU MAGHREB ARABE","SOUSSE","COMMUNE KSIBA THRAYET"
"1966","XXX","RUE DES BASATINE","SOUSSE","COMMUNE KSIBA THRAYET"
"2342","XXX","AVENUE HABIB BOURGUIBA - KSIBET SOUSSE - SOUSSE","SOUSSE","COMMUNE KSIBA THRAYET"
" 889","XXX","25,AVENUE LEOPOLD SEDAR SENGHO SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 893","XXX","17 AVENUE DE FRANCE SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 894","XXX","23,AVENUE HABIB THAMEUR","SOUSSE","COMMUNE SOUSSE"
" 895","XXX","CENTRE MEDICAL CLINIQUE EZZAYATIN - ROUTE TOURISTIQUE - AVENUE 14 JANVIER - SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 897","XXX","163,RUE DES PALMIERS KHEZAMA EST SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 900","XXX","MAGASIN N°4 M-COMPLEXE IMMOBILIER 3LE ROI3 AVENUE DU LEADER YASSER ARAFET - SAHLOUL 3","SOUSSE","COMMUNE SOUSSE"
" 904","XXX","AVENUE DU MAGHREB ARABE SOUSSE MEDINA","SOUSSE","COMMUNE SOUSSE"
" 908","XXX","IMMEUBLE LE CARRE BLANC - AVENUE IBN EL JAZZAR - SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 911","XXX","ANGLE RUE ALI BELHAOUANE - PASSAGE ABDESSALEM BOUSSETTA - SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 914","XXX","AVENUE 18 JANVIER ANGLE RUE HAMDA SAKKA ET RUE FARIK SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 916","XXX","BD M'HAMED MAAROUF CENTRE COMMERCIAL EL HOUDA IMM ALOULOU SOUSSE MEDINA","SOUSSE","COMMUNE SOUSSE"
" 918","XXX","AVENUE HABIB THAMEUR SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 919","XXX","RUE KHELIFA KAROUI-SOUSSE JAWHARA","SOUSSE","COMMUNE SOUSSE"
" 922","XXX","N° 5 AVENUE HABIB BOURGUIBA - SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 924","XXX","RUE DES PALMIERS CITE KHEZAMA SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 926","XXX","IMMEUBLE HELYA B1 - AVENUE IBN EL JAZZAR -SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 927","XXX","IMMEUBLE AMINA SALAH ROUTE TOURISTIQUE - AVENUE 14 JANVIER - KHEZEMA EST - SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 928","XXX","8,BOULEVARD DU RIBAT COMPLEX EL HABIB CITE CNRPS","SOUSSE","COMMUNE SOUSSE"
" 929","XXX","12,RUE IBN KHALDOUN N°12 SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 932","XXX","AVENUE ABOU HAMED EL GHAZELI BOUHSINA SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 939","XXX","AVENUE 20 MARS 1956 SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 940","XXX","AVENUE HABIB BOURGUIBA""SOUSSE CENTER"" SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 941","XXX","CITE ETTAAMIR,RUE ABDELHAMID SAKKA SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 947","XXX","45,AVENUE CORNICHE SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 950","XXX","AVENUE 14 JANVIER - KHEZEMA EST SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 952","XXX","6,AVENUE TAHAR SFAR SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 953","XXX","17 RUE EL MARR SOUSSE MEDINA","SOUSSE","COMMUNE SOUSSE"
" 954","XXX","RUE DU COMMANDANT BEJAOUI RTE KALAA SGHIRA SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 955","XXX","RUE ETTAOUFIK ,CITE ERRIADH","SOUSSE","COMMUNE SOUSSE"
" 958","XXX","AVENUE MOHAMED KAROUI No 42 SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 959","XXX","avenue de la rÚpublique n_73","SOUSSE","COMMUNE SOUSSE"
" 960","XXX","31,AVENUE DE LA REPUBLIQUE SOUSSE MEDINA","SOUSSE","COMMUNE SOUSSE"
" 963","XXX","16 RUE IBN KHALDOUN ROUTE MONASTIR SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 964","XXX","CITE SAHLOUL 3 AVENUE HOPITAL SAHLOUL SOUSSE JAWHARA","SOUSSE","COMMUNE SOUSSE"
" 965","XXX","AVENUE ETTAOUFIK EH 25 SOUSSE RIADH","SOUSSE","COMMUNE SOUSSE"
"1442","XXX","9,AVENUE HATEM BEN ABI BALTAA","SOUSSE","COMMUNE SOUSSE"
"1458","XXX","RUE ECHIFFA N_27 - CITE ERRIADH","SOUSSE","COMMUNE SOUSSE"
"1583","XXX","26 RUE IBN EL JAZAR","SOUSSE","COMMUNE SOUSSE"
"1633","XXX","RUE DOCTEUR SLIM AMMAR - SAHLOUL - SOUSSE","SOUSSE","COMMUNE SOUSSE"
"1756","XXX","av. khelifa karui - cité khezama ouest","SOUSSE","COMMUNE SOUSSE"
"1778","XXX","avenue 15 octobre 1963 - cité Ezzahra","SOUSSE","COMMUNE SOUSSE"
"1800","XXX","avenue 14 janvier - immeuble le vicomte khezema sousse","SOUSSE","COMMUNE SOUSSE"
"1829","XXX","N°2 IMMEUBLE EL WIFEK - PLACE DU MAGHREB ARAB AVENUE LEOPOLD SENGHOR","SOUSSE","COMMUNE SOUSSE"
"1943","XXX","AVENUE LA PERLE DU SAHEL - GP1 - SOUSSE","SOUSSE","COMMUNE SOUSSE"
"2036","XXX","AVENUE DES ORANGERS - IMMEUBLE BEN SAAD","SOUSSE","COMMUNE SOUSSE"
"2064","XXX","AVENUE 1ER JUIN - TAFALLAH","SOUSSE","COMMUNE SOUSSE"
"2067","XXX","AVENUE DU GRAND MAGHREB N°56 - KHEZAMA OUEST","SOUSSE","COMMUNE SOUSSE"
"2070","XXX","AVENUE 20 MARS 1956 N°27 - CITE JAWHARA","SOUSSE","COMMUNE SOUSSE"
"2101","XXX","avenue Khelifa karoui, magasin n_3 - immeuble SPIT","SOUSSE","COMMUNE SOUSSE"
"2105","XXX","IMMEUBLE BYBLOS - AVENUE TAIEB M'HIRI - SOUSSE","SOUSSE","COMMUNE SOUSSE"
"2157","XXX","AVENUE COLONEL HEDI GARNAOUI - IMMEUBLE ENNASER - KHEZAMA EST","SOUSSE","COMMUNE SOUSSE"
"2174","XXX","AVENUE MOHAMED KAROUI N°14","SOUSSE","COMMUNE SOUSSE"
"2206","XXX","AV. IMAM BOUKHARI - IMMEUBLE HECHMI CHERIF - CITE KHEZAMA OUEST","SOUSSE","COMMUNE SOUSSE"
"2270","XXX","RUE TADJAKISTENE - CIT2 SAHLOUL 2 - SOUSSE","SOUSSE","COMMUNE SOUSSE"
"2288","XXX","RESIDENCE JINENE - AVENUE KHALIFA EL KAROUI - KHEZAMA OUEST - SOUSSE","SOUSSE","COMMUNE SOUSSE"
"2323","XXX","AVENUE ABOU HAMED EL GHAZALI - CITE ERRIADH - SOUSSE","SOUSSE","COMMUNE SOUSSE"
"2411","XXX","AVENUE ABI HAMED EL GHAZALI - LOCAL N 2 REZ DE CHAUSSE- PRES DEPOT SONEDE - BOUHSINA - SOUSSE","SOUSSE","COMMUNE SOUSSE"
"2470","XXX","IMMEUBLE ELITE SQUARE - AVENUE IBN AL JAZZAR - CENTRE URBAIN NORD - SOUSSE","SOUSSE","COMMUNE SOUSSE"
"2505","XXX","01 RESIDENCE JEAIEM - AVENUE KHELIFA KAROUI - SAHLOUL 3- SOUSSE","SOUSSE","COMMUNE SOUSSE"
" 945","XXX","AVENUE 7 NOVEMBRE ZAOUIET SOUSSE SOUSSE","SOUSSE","COMMUNE ZAOUIET SOUSSE"
"1655","XXX","AVENUE DU CAIRE - ROUTE DE M'SAKEN - ZAOUIET SOUSSE","SOUSSE","COMMUNE ZAOUIET SOUSSE"
"1692","XXX","AVENUE DE L'ENVIRONNEMENT","SOUSSE","COMMUNE ZAOUIET SOUSSE"
"2068","XXX","ROUTE EL MOURDINE - ZAOUIET SOUSSE","SOUSSE","COMMUNE ZAOUIET SOUSSE"
"2173","XXX","AVENUE 14 JANVIER","SOUSSE","COMMUNE ZAOUIET SOUSSE"
"2272","XXX","IMMEUBLE IMPRIMERIE SAIDANE - ROND POINT DE LA TERRE (GP1) - ZAOUIET SOUSSE - SOUSSE","SOUSSE","COMMUNE ZAOUIET SOUSSE"
"2352","XXX","RUE 14 JANVIER - ZAOUIET SOUSSE - SOUSSE","SOUSSE","COMMUNE ZAOUIET SOUSSE"
" 910","XXX","CITE MOUHIT ANGLE AVENUE HABIB BOURGUIBA","SOUSSE","ENFIDHA"
" 931","XXX","AVENUE DE LA REPUBLIQUE 4030","SOUSSE","ENFIDHA"
" 936","XXX","PLACE DES MARTYRS ROUTE DE ZAGHOUAN ENFIDHA","SOUSSE","ENFIDHA"
" 944","XXX","ROUTE EL FRADA ENFIDHA","SOUSSE","ENFIDHA"
" 957","XXX","AVENUE DE LA REPUBLIQUE 4030 ENFIDHA SOUSSE","SOUSSE","ENFIDHA"
"1560","XXX","COMPLEXE COMMERCIAL EL KAIED . 50 AVENUE HABIB BOURGUIBA","SOUSSE","ENFIDHA"
"2298","XXX","AIN GARCI - COMMUNE GRIMIT HICHER - DELEGATION ENFIDHA - SOUSSE","SOUSSE","ENFIDHA"
" 902","XXX","ROUTE DE TUNIS","SOUSSE","HAMMAM SOUSSE"
" 907","XXX","ROUTE DE LA PLAGE","SOUSSE","HAMMAM SOUSSE"
" 923","XXX","IMMEUBLE CHERIF - AVENUE 14 JANVIER 2011 - ROUTE TOURISTIQUE EL KANTAOUI - HAMMAM SOUSSE - SOUSSE","SOUSSE","HAMMAM SOUSSE"
" 925","XXX","30,RUE HEDI CHAKER HAMMAM SOUSSE","SOUSSE","HAMMAM SOUSSE"
" 934","XXX","route touristique - immeuble A  n_1 - HAMMAM SOUSSE","SOUSSE","HAMMAM SOUSSE"
" 937","XXX","RUE FARHAT HACHED (A COTE DE LA BIBLIOTHEQUE IBN SINA)","SOUSSE","HAMMAM SOUSSE"
" 961","XXX","14,AVENUE DE LA REPUBLIQUE HAMMAM SOUSSE","SOUSSE","HAMMAM SOUSSE"
"1368","XXX","CENTRE MEDICAL EL KANTAOUI - ROUTE TOURISTIQUE - HAMMAM SOUSSE","SOUSSE","HAMMAM SOUSSE"
"1576","XXX","RUE EL HARIK - HAMMAM SOUSSE - SOUSSE","SOUSSE","HAMMAM SOUSSE"
"1902","XXX","ROUTE DE TUNIS N°3","SOUSSE","HAMMAM SOUSSE"
"2102","XXX","Oued  Ksiba - Rue Charles de Gaulle","SOUSSE","HAMMAM SOUSSE"
"2351","XXX","AVENUE SIDI FRAJ - HAMMAM SOUSSE - SOUSSE","SOUSSE","HAMMAM SOUSSE"
" 948","XXX","RUE 18 JANVIER","SOUSSE","HERGLA"
" 891","XXX","CITE COMMERCIALE","SOUSSE","KALAA KEBIRA"
" 899","XXX","RUE 20 MARS","SOUSSE","KALAA KEBIRA"
" 906","XXX","RUE DU 1er JUIN","SOUSSE","KALAA KEBIRA"
" 915","XXX","AVENUE HABIB BOURGUIBA","SOUSSE","KALAA KEBIRA"
" 930","XXX","AVENUE 18 JANVIER","SOUSSE","KALAA KEBIRA"
" 949","XXX","26 RUE IBN KHALDOUN KALAA KOBRA SOUSSE","SOUSSE","KALAA KEBIRA"
"1734","XXX","AV. DE L'ENVIRONNEMENT N°67","SOUSSE","KALAA KEBIRA"
"2178","XXX","RUE FARHAT HACHED","SOUSSE","KALAA KEBIRA"
" 943","XXX","20, AVENUE HABIB BOURGUIBA KALAA SGHIRA","SOUSSE","KALAA SGHIRA"
" 956","XXX","27, AVENUE HABIB BOURGUIBA","SOUSSE","KALAA SGHIRA"
" 962","XXX","AVENUE HABIB BOURGUIBA","SOUSSE","KALAA SGHIRA"
"1649","XXX","PLACE 7 NOVEMBRE - KALAA SGHIRA - SOUSSE","SOUSSE","KALAA SGHIRA"
"2142","XXX","RUE EL FELL - CITE EL MANAZAH N_121","SOUSSE","KALAA SGHIRA"
" 887","XXX","PLACE DU 7 NOVEMBRE","SOUSSE","KONDAR"
"2051","XXX","AVENUE DE LA REPUBLIQUE","SOUSSE","KONDAR"
" 886","XXX","AVENUE DU 20 MARS N°12","SOUSSE","M'SAKEN"
" 890","XXX","RUE TAIEB MHIRI","SOUSSE","M'SAKEN"
" 892","XXX","CITE COMMERCIALE,21 AVENUE DE LA REPUBLIQUE","SOUSSE","M'SAKEN"
" 896","XXX","66,AVENUE 20 MARS 4070","SOUSSE","M'SAKEN"
" 905","XXX","38,RUE TAIEB HACHICHA RTE DE SOUSSE","SOUSSE","M'SAKEN"
" 909","XXX","ROUTE GP1 ANGLE RUE OKBA IBN NAFAA","SOUSSE","M'SAKEN"
" 913","XXX","139,AVENUE HABIB BOURGUIBA","SOUSSE","M'SAKEN"
" 933","XXX","23,AVENUE DU 1er JUIN 1955","SOUSSE","M'SAKEN"
" 935","XXX","1,AVENUE Dr TAIEB HACHICHA","SOUSSE","M'SAKEN"
" 942","XXX","94,RUE FARHAT HACHED 4070","SOUSSE","M'SAKEN"
" 946","XXX","AVENUE HABIB BOURGUIBA MESSAADINE","SOUSSE","M'SAKEN"
"1982","XXX","IMADAT KNAIES","SOUSSE","M'SAKEN"
"2236","XXX","ROUTE DE SFAX - IMADAT EL GHARBIYNE","SOUSSE","M'SAKEN"
"2383","XXX","36 AVENUE DR HACHICHA TAIEB - M'SAKEN - SOUSSE","SOUSSE","M'SAKEN"
"2449","XXX","ROUTE GP1 - IMADAT BORJINE - M'SAKEN - SOUSSE","SOUSSE","M'SAKEN"
"2501","XXX","1 RUE TAREK IBN ZIED - AVENUE DE L'ENVIRONNEMENT - M'SAKEN","SOUSSE","M'SAKEN"
" 951","XXX","AVENUE HABIB BOURGUIBA","SOUSSE","SIDI BOU ALI"
"1783","XXX","AVENUE HABIB BOURGUIBA","SOUSSE","SIDI BOU ALI"
" 888","XXX","ROUTE GP12 CENTRE DU VILLAGE SIDI EL HANI SOUSSE","SOUSSE","SIDI EL HANI"
"2316","XXX","ROUTE KSAR OULED OUN - BNI MHIRA EST - BNI MHIRA - TATAOUINE","TATAOUINE","BENI MHIRA"
"2118","XXX","avenue habib bouguiba","TATAOUINE","BIR LAHMAR"
"1846","XXX","CITE COMMERCIALE - RUE BAGHDAD","TATAOUINE","DHEHIBA"
" 974","XXX","CENTRE COMMERCIAL","TATAOUINE","GHOMRASSEN"
" 977","XXX","AVENUE HABIB BOURGUIBA","TATAOUINE","GHOMRASSEN"
"1552","XXX","avenue habib bourguiba","TATAOUINE","GHOMRASSEN"
"1852","XXX","PLACE DE L'INDEPENDANCE","TATAOUINE","REMADA"
"1794","XXX","route de l'hôpital - smar","TATAOUINE","SMAR"
" 970","XXX","8,RUE KHALED IBN EL OUALID","TATAOUINE","TATAOUINE NORD"
"1551","XXX","92 avenue habib bourguiba","TATAOUINE","TATAOUINE NORD"
"1851","XXX","AVENUE 18 JANVIER","TATAOUINE","TATAOUINE NORD"
"1876","XXX","AVENUE DES MARTYRES","TATAOUINE","TATAOUINE NORD"
" 966","XXX","RUE 18 JANVIER 1952","TATAOUINE","TATAOUINE SUD"
" 969","XXX","AVENUE AHMED TLILI N° 21 RUE AHMED EL GANDOUR RUE ALI BEN GDAHOM","TATAOUINE","TATAOUINE SUD"
" 971","XXX","RUE HEDI CHAKER","TATAOUINE","TATAOUINE SUD"
" 972","XXX","25,AVENUE HABIB BOURGUIBA","TATAOUINE","TATAOUINE SUD"
" 975","XXX","83,AVENUE AHMED TLILI","TATAOUINE","TATAOUINE SUD"
" 976","XXX","139,AVENUE HABIB BOURGUIBA","TATAOUINE","TATAOUINE SUD"
"1375","XXX","Rue 2 Mars","TATAOUINE","TATAOUINE SUD"
"1452","XXX","AVENUE 18 JANVIER","TATAOUINE","TATAOUINE SUD"
"1742","XXX","av. habib bourguiba","TATAOUINE","TATAOUINE SUD"
" 979","XXX","AVENUE HABIB BOURGUIBA","TOZEUR","DEGUECHE"
" 987","XXX","AVENUE YOUSSEF ROUISSI","TOZEUR","DEGUECHE"
"1806","XXX","avenue de l'environnement - hammet jerid","TOZEUR","HAMET JRID"
"2059","XXX","AVENUE DU MAGHREB","TOZEUR","HAZOUA"
" 980","XXX","PLACE DE L'INDEPENDANCE","TOZEUR","NEFTA"
" 983","XXX","AVENUE HABIB BOURGUIBA","TOZEUR","NEFTA"
"1604","XXX","AVENUE ESSONI","TOZEUR","NEFTA"
"1659","XXX","ROUTE 7 NOVEMBRE","TOZEUR","TAMAGHZA"
" 981","XXX","AVENUE FARHAT HACHED","TOZEUR","TOZEUR"
" 982","XXX","avenue farhat hached , immeuble chiraz","TOZEUR","TOZEUR"
" 984","XXX","AVENUE FARHAT HACHED - ROUTE DE NAFTA","TOZEUR","TOZEUR"
" 985","XXX","AVENIUE IBN CHABBAT 
","TOZEUR","TOZEUR"
" 986","XXX","EN FACE DE L'HOTEL CONTINENTAL","TOZEUR","TOZEUR"
"2097","XXX","AVENUE LAMINE CHEBBI - CITE DE L'HOPITAL REGIONAL DE TOZEUR","TOZEUR","TOZEUR"
"1115","XXX","8 Bis Avenue de l'independace carthage byrsa","TUNIS","CARTHAGE"
"1124","XXX","Centre Commerciale Carthage Dermeche","TUNIS","CARTHAGE"
"1170","XXX","COMPLEXE EL MARSAOUI AVENUE HABIB BOURGUIBA N°18 SIDI BOUSAID","TUNIS","CARTHAGE"
"1177","XXX","Avenue 7 Novembre El Yasmina","TUNIS","CARTHAGE"
"1202","XXX","80 Rue Slaheddine Bouchoucha Sidi Bousaïd","TUNIS","CARTHAGE"
"1405","XXX","avenue habib bourguiba-carthage residence","TUNIS","CARTHAGE"
"1028","XXX","71 Rue 48450","TUNIS","COMMUNE SIDI HESSINE"
"1121","XXX","Rue 42800 N° 125 MC 37","TUNIS","COMMUNE SIDI HESSINE"
"1145","XXX","Angle des Rues 42710 et 40850","TUNIS","COMMUNE SIDI HESSINE"
"1172","XXX","Rue 4850 N°5","TUNIS","COMMUNE SIDI HESSINE"
"1219","XXX","Rue 4883 N°48 Bis","TUNIS","COMMUNE SIDI HESSINE"
"1379","XXX","rue 4883 n° 45 bis cité el fatteh - sidi hassine
","TUNIS","COMMUNE SIDI HESSINE"
