"Code","Nom","Adresse","Gouvernorat","Délégation"
"1411","XXX","ROUTE SIDI KHLIF","MEDENINE","BEN GUERDANE"
"1500","XXX","ROUTE DE L' HOPITAL","MEDENINE","BEN GUERDANE"
"1557","XXX","ROUTE RAS EJDIR KM 0.5","MEDENINE","BEN GUERDANE"
"1684","XXX","ROUTE DE ZARZIS KM 1","MEDENINE","BEN GUERDANE"
"2090","XXX","GROUPE MEDICAL EL FARABI ROUTE LA MARSA KM 2.5 - BEN GUERDANE","MEDENINE","BEN GUERDANE"
"2189","XXX","AVENUE DE L'ENVIRONNEMENT","MEDENINE","BEN GUERDANE"
"2514","XXX","AVENUE DE L'ENVIRONNEMENT - BEN GUERDANE","MEDENINE","BEN GUERDANE"
"1908","XXX","RUE DE LA MECQUE - BENI KHEDACHE","MEDENINE","BENI KHEDACHE"
"2345","XXX","AVENUE HABIB BOURGUIBA - BENI KHEDACHE - MEDENINE","MEDENINE","BENI KHEDACHE"
" 533","XXX","AVENUE HABIB BOURGUIBA","MEDENINE","HOUMT SOUK"
" 535","XXX","AV. HABIB BOURGUIBA Carrefour ZAZZIS et ERRYADH HOUMT SOUK","MEDENINE","HOUMT SOUK"
" 538","XXX","HOUMET SOUK","MEDENINE","HOUMT SOUK"
" 545","XXX","BATIMENT UGTT","MEDENINE","HOUMT SOUK"
" 548","XXX","ROUTE D'AJIM","MEDENINE","HOUMT SOUK"
" 551","XXX","AVENUE BOUMESSOUER - ROUTE DE L'AEROPORT","MEDENINE","HOUMT SOUK"
" 554","XXX","AVENUE HABIB BOURGUIBA","MEDENINE","HOUMT SOUK"
" 555","XXX","AVENUE HABIB BOURGUIBA IMM BEN ABBES","MEDENINE","HOUMT SOUK"
" 566","XXX","CENTRE MEDICAL MERINA BLOC A ROUTE SIDI SALEM - HOUMT SOUK - JERBA","MEDENINE","HOUMT SOUK"
" 574","XXX","ANGLE RUE MOSBAH JARBOUA ET RUE TAHA HASSINE","MEDENINE","HOUMT SOUK"
" 578","XXX","AVENUE EL KADHI","MEDENINE","HOUMT SOUK"
" 581","XXX","COMPLEXE MEDICAL  - SIDI SALEM","MEDENINE","HOUMT SOUK"
" 582","XXX","AVENUE HABIB BOURGUIBA ERRIADH","MEDENINE","HOUMT SOUK"
" 587","XXX","GROUPEMENT IBN ZOHR - AVENUE SALAH BEN YOUSSEF - SIDI ZAIED- JERBA HOUMET SOUK- MEDENINE.","MEDENINE","HOUMT SOUK"
"1461","XXX","avenue habib bourguiba en face du lycee technique","MEDENINE","HOUMT SOUK"
"1524","XXX","MELLITA","MEDENINE","HOUMT SOUK"
"1708","XXX","rue ibn khaldoun n°1","MEDENINE","HOUMT SOUK"
"2033","XXX","COMPLEXE MEDICAL FATOU PRES DU CLINIQUE ECHIFA","MEDENINE","HOUMT SOUK"
"2106","XXX","AVENUE SALAH BEN YOUSEF - JERBA HOUMET SOUK","MEDENINE","HOUMT SOUK"
"2221","XXX","AVENUE SALAH BEN YOUSSEF","MEDENINE","HOUMT SOUK"
"2349","XXX","CENTRE MEDICAL DJERBA INTERNATIONAL - ROUTE SIDI SALEM HOUMT SOUK JERBA","MEDENINE","HOUMT SOUK"
" 541","XXX","ROUTE DE SEDOUIKCH GUELLALA","MEDENINE","JERBA AJIM"
" 542","XXX","AJIM JERBA","MEDENINE","JERBA AJIM"
" 536","XXX","ROUTE DE MIDOUN EL MAY","MEDENINE","JERBA MIDOUN"
" 558","XXX","SEDOUIKCH","MEDENINE","JERBA MIDOUN"
" 567","XXX","ROUTE HOUMET SOUK_SEDOUIKCH EL MAY","MEDENINE","JERBA MIDOUN"
" 568","XXX","JERBA MIDOUN","MEDENINE","JERBA MIDOUN"
" 569","XXX","AVENUE SALAH BEN YOUSSEF","MEDENINE","JERBA MIDOUN"
" 570","XXX","AVENUE FARHAT HACHED MIDOUN JERBA","MEDENINE","JERBA MIDOUN"
" 577","XXX","ROUTE RELIANT MAHBOUBINE_HOUMET SOUK","MEDENINE","JERBA MIDOUN"
" 586","XXX","AVENUE ALI BELHOUENE MIDOUN JERBA","MEDENINE","JERBA MIDOUN"
"1382","XXX","RUE 7 NOVEMBRE JERBA MIDOUN - MEDNINE","MEDENINE","JERBA MIDOUN"
"1410","XXX","AVENUE 7 NOVEMBRE EL MAY","MEDENINE","JERBA MIDOUN"
"1288","XXX","AVENUE HABIB BOURGUIBA","MEDENINE","JERBA MIDOUN"
"1611","XXX","RESIDENCE RIHANA - ZONE TOURISTIQUE - FACE CLINIQUE ""JERBA MIDOUN""","MEDENINE","JERBA MIDOUN"
"1695","XXX","AVENUE 7 NOVEMBRE","MEDENINE","JERBA MIDOUN"
"1958","XXX","ROUTE ENNADHOUR","MEDENINE","JERBA MIDOUN"
"2095","XXX","avenue de L'environnement","MEDENINE","JERBA MIDOUN"
"2139","XXX","CROISSEMENT RENDEZ VOUS N_4-5 ZONE TOURISTIQUE","MEDENINE","JERBA MIDOUN"
"2234","XXX","AVENUE DE LIBERTE","MEDENINE","JERBA MIDOUN"
"2331","XXX","AVENUE DE L'ENVIRONNEMENT - CITE RIADH - JERBA MIDOUN - MEDENINE","MEDENINE","JERBA MIDOUN"
" 540","XXX","IMMEUBLE EL FATH AVENUE HABIB BOURGUIBA","MEDENINE","MEDENINE NORD"
" 550","XXX","ROUTE DE TATAOUINE","MEDENINE","MEDENINE NORD"
" 556","XXX","AVENUE MOSBAH JARBOUA No 67 ROUTE BENI KHEDECH","MEDENINE","MEDENINE NORD"
" 563","XXX","AVENUE 2 MAI ROUTE DE TATOUINE","MEDENINE","MEDENINE NORD"
" 564","XXX","ROUTE DE GABES KM 2 MEDENINE EL JADIDA","MEDENINE","MEDENINE NORD"
" 571","XXX","IMMEUBLE MIKHTAR ETTAIEB","MEDENINE","MEDENINE NORD"
" 573","XXX","RUE 18 JANVIER 1952 MEDENINE","MEDENINE","MEDENINE NORD"
" 575","XXX","MEDENINE NORD","MEDENINE","MEDENINE NORD"
" 580","XXX","AVENUE FARHAT HACHED","MEDENINE","MEDENINE NORD"
" 583","XXX","RUE 2 MAI A COTE DE LA DIRECTION REGIONALE DE LA CULTURE","MEDENINE","MEDENINE NORD"
"1419","XXX","Avenue 7 Novembre -Route de Jerba","MEDENINE","MEDENINE NORD"
"1666","XXX","AVENUE HABIB BOURGUIBA - ROUTE DE GABES","MEDENINE","MEDENINE NORD"
"1795","XXX","route gabes km1- medenine nord - medenine","MEDENINE","MEDENINE NORD"
"2077","XXX","avenue 2 mai 1966 - route de tataouine","MEDENINE","MEDENINE NORD"
"2432","XXX","ROUTE BENI KHEDACHE - MEDENINE NORD - MEDENINE","MEDENINE","MEDENINE NORD"
"1479","XXX","AVENUE ABDELHAMID EL KADHI N°18","MEDENINE","MEDENINE SUD"
"1511","XXX","AVENUE 7 NOVEMBRE N°255","MEDENINE","MEDENINE SUD"
"1821","XXX","ROUTE BEN GUERDANE ANGLE AVENUE ABDELHAMID EL KHADI ET RUE DE LYBIE","MEDENINE","MEDENINE SUD"
"1929","XXX","ROUTE GP1 KM 12 - IMADAT DAR GHOULIA","MEDENINE","MEDENINE SUD"
"2075","XXX","IMADAT BOUGHRARA","MEDENINE","MEDENINE SUD"
" 552","XXX","SIDI MAKHLOUF - FACE DIRECTION AGRICOLE","MEDENINE","SIDI MAKHLOUF"
"2127","XXX","L'ANGLE SIDI MAKHLOUF/MEDENINE ET SIDI MAKLOUF/KOUTINE","MEDENINE","SIDI MAKHLOUF"
" 543","XXX","ROUTE MEDENINE KM 1","MEDENINE","ZARZIS"
" 544","XXX","ZARZIS","MEDENINE","ZARZIS"
" 546","XXX","ROUTE DE JERBA AVENUE MOHAMED 5","MEDENINE","ZARZIS"
" 547","XXX","AVENUE FARHAT HACHED","MEDENINE","ZARZIS"
" 553","XXX","ROUTE DE MEDENINE ZARZIS CENTER IMMEUBLE GOUMIDH","MEDENINE","ZARZIS"
" 557","XXX","HASSI JERBI","MEDENINE","ZARZIS"
" 559","XXX","AVENUE 20 MARS","MEDENINE","ZARZIS"
" 560","XXX","SOUIHEL A 3,5 KM DE ZARZIS EST","MEDENINE","ZARZIS"
" 561","XXX","AVENUE HABIB BOURGUIBA","MEDENINE","ZARZIS"
" 565","XXX","AVENUE HABIB BOURGUIBA","MEDENINE","ZARZIS"
" 572","XXX","ROUTE DE JERBA","MEDENINE","ZARZIS"
" 579","XXX","AVENUE PRINCIPALE EL MOUENSA","MEDENINE","ZARZIS"
"1518","XXX","AVENUE MOHAMED V KM1 - ZARZIS","MEDENINE","ZARZIS"
"2083","XXX","route jerba, prÚs clinique dar essalem","MEDENINE","ZARZIS"
"2396","XXX","AVENUE DE L'ENVIRONNEMENT CROISEMENT DJERBA - SOUIHEL - ZARZIS - MEDENINE","MEDENINE","ZARZIS"
"2492","XXX","RUE 5 DECEMBRE - ZARZIS - MEDENINE","MEDENINE","ZARZIS"
"2526","XXX","ROUTE DE DJERBA - IMADAT  CHAMEKH - ZARZIS - MEDENINE","MEDENINE","ZARZIS"
" 596","XXX","RUE SIDI ABDELHAK","MONASTIR","BEKALTA"
"1676","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","BEKALTA"
"2437","XXX","RUE DU MAROC - BEKALTA - MONASTIR","MONASTIR","BEKALTA"
" 625","XXX","AVENUE HABIB BOURGUIBA  BEMBLA","MONASTIR","BEMBLA"
" 630","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","BEMBLA"
"1462","XXX","cite commerciale 2 avenue habib bourguiba -menzel nour","MONASTIR","BEMBLA"
"1599","XXX","AVENUE HABIB BOURGUIBA - COMMUNE DE MAZDOUR","MONASTIR","BEMBLA"
"1432","XXX","COMPLEX COMMERCIAL N° 4","MONASTIR","BENI HASSEN"
"1836","XXX","AVENUE DE L'ENVIRONNEMENT - GHENADA","MONASTIR","BENI HASSEN"
" 591","XXX","avenue habib bourguiba - zaouiet kontech","MONASTIR","JEMMAL"
" 604","XXX","149 AVENUE IBN KHALDOUN","MONASTIR","JEMMAL"
" 611","XXX","1,RUE IBN EL JAZZAR","MONASTIR","JEMMAL"
" 627","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","JEMMAL"
" 633","XXX","RUE EL KASSAS","MONASTIR","JEMMAL"
" 638","XXX","9 RUE BECHIR SFAR","MONASTIR","JEMMAL"
"1619","XXX","AVENUE BECHIR SFAR - JEMMAL - MONASTIR","MONASTIR","JEMMAL"
"1674","XXX","PLACE DE LA STATION 7 NOVEMBRE","MONASTIR","JEMMAL"
"1706","XXX","75 RUE IBN EL JAZZAR
","MONASTIR","JEMMAL"
"1739","XXX","AV. HABIB BOURGUIBA - MENZEL KEMEL","MONASTIR","JEMMAL"
"1992","XXX","cité administrative, rue salem gardabou- jemmal","MONASTIR","JEMMAL"
"2356","XXX","BOULEVARD DE L'ENVIRONNEMENT - JEMMAL - MONASTIR","MONASTIR","JEMMAL"
" 589","XXX","106,AVENUE HABIB BOURGUIBA","MONASTIR","KSAR HELLAL"
" 598","XXX","95 AVENUE HABIB BOURGUIBA","MONASTIR","KSAR HELLAL"
" 603","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","KSAR HELLAL"
" 610","XXX","avenue haj soua n°46","MONASTIR","KSAR HELLAL"
" 624","XXX","42,RUE FARHAT HACHED","MONASTIR","KSAR HELLAL"
" 628","XXX","92,AVENUE HAJ ALI SOUA","MONASTIR","KSAR HELLAL"
" 649","XXX","24 AVENUE HABIB BOURGUIBA","MONASTIR","KSAR HELLAL"
"2004","XXX","av hadj ali soua- ksar hellal","MONASTIR","KSAR HELLAL"
"2265","XXX","AVENUE HAJ ALI SOUA KSAR HELLAL","MONASTIR","KSAR HELLAL"
"2424","XXX","RUE MED ALI BOUZOUITA - KSAR HELLAL - MONASTIR","MONASTIR","KSAR HELLAL"
"2439","XXX","AVENUE HABIB BOURGUIBA - KSAR HELLAL - MONASTIR","MONASTIR","KSAR HELLAL"
" 631","XXX","AVENUE DE LA REPUBLIQUE BENNANE","MONASTIR","KSIBET MEDIOUNI"
" 637","XXX","AVENUE HABIB BOURGUIBA TOUZA","MONASTIR","KSIBET MEDIOUNI"
" 647","XXX","CITE COMMERCIALE - KSIBET EL MEDIOUNI - MONASTIR","MONASTIR","KSIBET MEDIOUNI"
"1481","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","KSIBET MEDIOUNI"
"2261","XXX","AVENUE DE L'ENVIRONNEMENT","MONASTIR","KSIBET MEDIOUNI"
" 593","XXX","15, AVENUE HABIB BOURGUIBA","MONASTIR","MOKNINE"
" 597","XXX","rue mahmoud kassab","MONASTIR","MOKNINE"
" 606","XXX","29,AVENUE DE LA REPUBLIQUE","MONASTIR","MOKNINE"
" 617","XXX","12 BIS,AVENUE DE LA REPUBLIQUE","MONASTIR","MOKNINE"
" 652","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","MOKNINE"
"1580","XXX","AVENUE HABIB BOURGUIBA  - MENZEL FERSI","MONASTIR","MOKNINE"
"1584","XXX","AVENUE DE L' ENVIRONNEMENT - AMIRET TOUAZRA","MONASTIR","MOKNINE"
"1586","XXX","AVENUE 7 NOVEMBRE - AMIRET EL FHOUL","MONASTIR","MOKNINE"
"1596","XXX","64 ;AVENUE DE LA REPUBLIQUE","MONASTIR","MOKNINE"
"1600","XXX","AVENUE DE L'ENVIRONNEMENT - COMMUNE DE SIDI BENNOUR","MONASTIR","MOKNINE"
"1656","XXX","AVENUE DE L'ENVIRONNEMENT- AMIRET EL HOUJAJ","MONASTIR","MOKNINE"
"1804","XXX","AVENUE DE L'ENVIRONNEMENT - EL CHERAHIL","MONASTIR","MOKNINE"
"2053","XXX","AVENUE DE L'ENVIRONNEMENT","MONASTIR","MOKNINE"
"2368","XXX","133 AVENUE HABIB BOURGUIBA MOKNINE MONASTIR","MONASTIR","MOKNINE"
"2459","XXX","PLACE 5 SEPTEMBRE - AVENUE DES MARTYRS - MOKNINE","MONASTIR","MOKNINE"
" 600","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","MONASTIR"
" 608","XXX","RUE DE LA LIBERTE","MONASTIR","MONASTIR"
" 609","XXX","AVEBUE 18 JANVIER","MONASTIR","MONASTIR"
" 614","XXX","6,RUE DU LEADER LE COLISEE","MONASTIR","MONASTIR"
" 616","XXX","BOULEVARD FARHAT HACHED ROUTE DE KAIROUAN IMMEUBLE MERCHAOU","MONASTIR","MONASTIR"
" 618","XXX","AVENUE DU COMBATTANT SUPREME","MONASTIR","MONASTIR"
" 620","XXX","21,AVENUE 7 NOVEMBRE MONASTIR","MONASTIR","MONASTIR"
" 622","XXX","AVENUE DU COMBATTANT SUPREME COMPLEXE CNRPS","MONASTIR","MONASTIR"
" 632","XXX","7,BORJ KHEFACHA RTE DE SKANES","MONASTIR","MONASTIR"
" 634","XXX","IMMEUBLE ROKBANI AVENUE COMBATANT SUPREME ROUTE DE KAIROUAN","MONASTIR","MONASTIR"
" 635","XXX","PLACE 3 AOUT - AVENUE CORNICHE","MONASTIR","MONASTIR"
" 636","XXX","MHALLA ZONE R6","MONASTIR","MONASTIR"
" 639","XXX","REZ DE CHOUSSEE DE L'IMMEUBLE ACHOUR RHIM - AVENUE TAIEB M'HIRI","MONASTIR","MONASTIR"
" 641","XXX","AVENUE HABIB BOURGUIBA KHENISS","MONASTIR","MONASTIR"
" 648","XXX","AVENUE MOUFIDA BOURGUIBA N°59 R6","MONASTIR","MONASTIR"
" 650","XXX","CITE R6 - IMMEUBLE EL WIFAK","MONASTIR","MONASTIR"
"1403","XXX","avenue del'environnement-route de kairouan -cite el omrane","MONASTIR","MONASTIR"
"1533","XXX","AVENUE ALI BOURGUIBA -SKANES","MONASTIR","MONASTIR"
"1665","XXX","AVENUE TAIEB M'HIRI","MONASTIR","MONASTIR"
"1728","XXX","AV. 7 NOVEMBRE 1987 - RUTE DE LA CEINTURE","MONASTIR","MONASTIR"
"1736","XXX","AVENUE DE LA REPUBLIQUE","MONASTIR","MONASTIR"
"1780","XXX","IMMEUBLE ABDELHAMID EL AMIRI - R.C - AVENUE DE L'ENVIRONNEMENT","MONASTIR","MONASTIR"
"1863","XXX","IMM. ""JIHEN"" RESIDENCE EL MOURABITINE - B ""20""","MONASTIR","MONASTIR"
"1980","XXX","RUE EL MOUJAHIDINE - CITE BASSATINE","MONASTIR","MONASTIR"
"2043","XXX","RUE MOHAMED M'HALLA","MONASTIR","MONASTIR"
"2076","XXX","RDC IMMEUBLE 3OMRANE3 AVENUE DE LA TERRE ESSOUANI","MONASTIR","MONASTIR"
"2115","XXX","immeuble bouslama- avenue ali bourguiba- skanes - monastir","MONASTIR","MONASTIR"
"2262","XXX","RDC DE L'IMMEUBLE ENESSRINE - RUE SALEM BCHIR","MONASTIR","MONASTIR"
"2317","XXX","AVENUE IBN EL JAZZAR EN FACE DE L'ENIM- SKANES - MONASTIR","MONASTIR","MONASTIR"
"2498","XXX","56 RUE DE CARTHAGE - KHNISS - MONASTIR","MONASTIR","MONASTIR"
" 607","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","OUERDANINE"
"1445","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","OUERDANINE"
"2529","XXX","AVENUE FARHAT HACHED - EL OUARDANINE","MONASTIR","OUERDANINE"
" 629","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","SAHLINE"
" 640","XXX","62,AVENUE ALI BELHOUENE","MONASTIR","SAHLINE"
" 643","XXX","RUE ALI BELHAOUANE - ROUTE DE MOKNINE -","MONASTIR","SAHLINE"
"1381","XXX","AVENUE FARHAT HACHED N°68 SAHLINE MONASTIR","MONASTIR","SAHLINE"
"1534","XXX","AVENUE HABIB BOURGUIBA  - SIDI AMEUR","MONASTIR","SAHLINE"
"2078","XXX","AVENUE FARHAT HACHED","MONASTIR","SAHLINE"
"2080","XXX","AVENUE HABIB BOURGUIBA N_14","MONASTIR","SAHLINE"
"2334","XXX","AVENUE TAIEB MHIRI - SAHLINE - MONASTIR","MONASTIR","SAHLINE"
" 605","XXX","AVENUE HABIB BOURGUIBA BOUHJAR","MONASTIR","SAYADA LAMTA BOUHJAR"
" 621","XXX","AVENUE HABIB BOURGUIBA N°120 BIS","MONASTIR","SAYADA LAMTA BOUHJAR"
" 623","XXX","AVENUE HABIB BOURGUIBA  SAYADA","MONASTIR","SAYADA LAMTA BOUHJAR"
" 592","XXX","AVENUE 23 JANVIER 1952 TEBOULBA","MONASTIR","TEBOULBA"
" 595","XXX","AVENUE HABIB BOURGUIBA TEBOULBA","MONASTIR","TEBOULBA"
" 615","XXX","99,AVENUE DE LA REPUBLIQUE","MONASTIR","TEBOULBA"
" 619","XXX","34 AVENUE DE LA VICTOIRE  TEBOULBA - MONASTIR","MONASTIR","TEBOULBA"
"1570","XXX","AVENUE 7 NOVEMBRE N° 56","MONASTIR","TEBOULBA"
"1860","XXX","av.habib bourguiba","MONASTIR","TEBOULBA"
"2220","XXX","AV.HABIB BOURGUIBA","MONASTIR","TEBOULBA"
" 626","XXX","CITE COMMERCIALE 2","MONASTIR","ZERAMDINE"
"1657","XXX","AVENUE DE L'ENVIRONNEMENT - MENZEL HAYET - MONASTIR","MONASTIR","ZERAMDINE"
"1683","XXX","AVENUE HABIB BOURGUIBA","MONASTIR","ZERAMDINE"
" 660","XXX","AVENUE HABIB BOURGUIBA N 46 BENI KHALLED","NABEUL","BENI KHALLED"
" 690","XXX","PLACE 18 JANVIER 1952 BENI KHALLED","NABEUL","BENI KHALLED"
" 697","XXX","AVENUE 7 NOVEMBRE 1987 BENI KHALLED","NABEUL","BENI KHALLED"
" 712","XXX","ZAOUIT JEDIDI BENI KHALLED","NABEUL","BENI KHALLED"
"1556","XXX","113 RUE ALI ECHOUK","NABEUL","BENI KHALLED"
"1638","XXX","RUE ESSAHEL - BENI KHALLED - NABEUL","NABEUL","BENI KHALLED"
"2267","XXX","AVENUE HABIB BOURGUIBA IMMEUBLE HERGUEM - BENI KHALLED - NABEUL","NABEUL","BENI KHALLED"
"2362","XXX","05 AVENUE MOHAMED 5 BENI KHALLED - NABEUL","NABEUL","BENI KHALLED"
" 665","XXX","AVENUE DE L'INDEPENDANCE SOMAA BENI KHIAR","NABEUL","BENI KHIAR"
" 674","XXX","AVENUE HEDI CHAKER MAAMOURA BENI KHIAR","NABEUL","BENI KHIAR"
" 719","XXX","1,AVENUE DE LA REPUBLIQUE BENI KHIAR","NABEUL","BENI KHIAR"
" 739","XXX","AVENUE HABIB BOURGUIBA BENI KHIAR","NABEUL","BENI KHIAR"
"1541","XXX","147 AVENUE HABIB BOURGUIBA","NABEUL","BENI KHIAR"
"1598","XXX","71 AVENUE DE LA REPUBLIQUE","NABEUL","BENI KHIAR"
"2079","XXX","ANGLE AVENUE DE L'ENVIRONNEMENT ET L'AVENUE 14 JANVIER","NABEUL","BENI KHIAR"
"2240","XXX","AVENUE HABIB BOURGUIBA","NABEUL","BENI KHIAR"
" 678","XXX","AVENUE 7 NOVEMBRE","NABEUL","BOUARGOUB"
" 693","XXX","AVENUE 7 NOVEMBRE BOUARGOUB","NABEUL","BOUARGOUB"
" 717","XXX","RUE TURKI-EL MHEDHBA-BOUARGOUB","NABEUL","BOUARGOUB"
"1762","XXX","AVENUE DE LA REVOLUTION DU 14 JANVIER - BOUARGOUB","NABEUL","BOUARGOUB"
" 656","XXX","RUE SIDI EL FEHRI DAR CHAABANE FEHRI","NABEUL","DAR CHAABANE FEHRI"
" 720","XXX","AVENUE HABIB BOURGUIBA DAR CHAABANE","NABEUL","DAR CHAABANE FEHRI"
" 725","XXX","58,AVENUE HABIB BOURGUIBA DAR CHAABANE","NABEUL","DAR CHAABANE FEHRI"
" 726","XXX","17,AVENUE HABIB THAMEUR DAR CHAABANE","NABEUL","DAR CHAABANE FEHRI"
" 728","XXX","9,AVENUE HABIB BOURGUIBA DAR CHAABANE","NABEUL","DAR CHAABANE FEHRI"
"1578","XXX","AVENUE DE L' ENVIRONNEMENT","NABEUL","DAR CHAABANE FEHRI"
"1609","XXX","AVENUE DE LA PAIX","NABEUL","DAR CHAABANE FEHRI"
"2027","XXX","AVENUE HABIB THAMEUR","NABEUL","DAR CHAABANE FEHRI"
"2360","XXX","28 AVENUE DOCTEUR MOHAMED SOUISSI DAR CHAABENE FEHRI NABEUL","NABEUL","DAR CHAABANE FEHRI"
"2417","XXX","AVENUE DE L'ENVIRONNEMENT","NABEUL","DAR CHAABANE FEHRI"
" 667","XXX","AVENUE ALI BELHOUENE EL HAOUARIA","NABEUL","EL HAOUARIA"
" 683","XXX","ZAOUIET MEGAIEZ EL HAOUARIA","NABEUL","EL HAOUARIA"
"1573","XXX","GHORMAN SAHEB JEBEL","NABEUL","EL HAOUARIA"
"1603","XXX","AVENUE HABIB BOURGUIBA -RUE MILITANT DAOUED EL ARBI","NABEUL","EL HAOUARIA"
"1924","XXX","ENCHAA - TAZOGHRAN OUEST - EL HAOUARIA","NABEUL","EL HAOUARIA"
" 723","XXX","EL MIDA","NABEUL","EL MIDA"
" 745","XXX","AVENUE 7 NOVEMBRE EL MIDA","NABEUL","EL MIDA"
"2191","XXX","ROUTE REGIONALE N°27? IMADAT TAFLOUN","NABEUL","EL MIDA"
"2519","XXX","AVENUE DE L'ENVIRONNEMENT - EL MIDA - NABEUL","NABEUL","EL MIDA"
" 670","XXX","ROUTE DE L'ACADEMIE  FONDOUK JEDID GROMBALIA","NABEUL","GROMBALIA"
" 671","XXX","AVENUE HABIB BOURGUIBA GROMBALIA","NABEUL","GROMBALIA"
" 679","XXX","AVENUE HEDI CHAKER GROMBAALIA","NABEUL","GROMBALIA"
" 686","XXX","AVENUE HABIB BOURGUIBA","NABEUL","GROMBALIA"
" 702","XXX","RUE FARHAT HACHED GROMBALIA","NABEUL","GROMBALIA"
" 734","XXX","AVENUE HABIB BOURGUIBA GROMBALIA","NABEUL","GROMBALIA"
"1681","XXX","RUE ALI BELHAOUANE - IMM. MOSALLEM","NABEUL","GROMBALIA"
"1724","XXX","AV. HABIB BOURGUIBA","NABEUL","GROMBALIA"
"1755","XXX","cité olympique","NABEUL","GROMBALIA"
"1910","XXX","AVENUE DE LA REPUBLIQUE N°7","NABEUL","GROMBALIA"
"1941","XXX","ROUTE PRINCIPALE DE GROMBALIA - IMADAT NIANOU","NABEUL","GROMBALIA"
"2212","XXX","av. habib bourguiba n°101","NABEUL","GROMBALIA"
"2400","XXX","06 AVENUE 02 MARS - GROMBALIA  - NABEUL","NABEUL","GROMBALIA"
"2430","XXX","ROUTE NATIONALE G.P.1- TURKI - GROMBALIA - NABEUL","NABEUL","GROMBALIA"
"2444","XXX","200 RUE TAHAR SFAR - GROMBALIA- NABEUL","NABEUL","GROMBALIA"
" 657","XXX","AVENUE 7 NOVEMBRE N°73 - DAR ALLOUCHE","NABEUL","HAMMAM GHEZAZ"
" 708","XXX","AVENUE HABIB BOURGUIBA HAMMAM GHEZAZ","NABEUL","HAMMAM GHEZAZ"
" 655","XXX","AVENUE TAIEB MHIRI HAMMAMET","NABEUL","HAMMAMET"
" 666","XXX","AVENUE DE LA REPUBLIQUE_ HAMMAMET","NABEUL","HAMMAMET"
" 675","XXX","AVENUE DU KOWEIT HAMMAMET","NABEUL","HAMMAMET"
" 676","XXX","AVENUE MOHAMED 5  BARRAKET ESSAHEL","NABEUL","HAMMAMET"
" 680","XXX","AVENUE DE LA REPUBLIQUE HAMMAMET","NABEUL","HAMMAMET"
" 685","XXX","BIR BOUREGBA HAMMAMET","NABEUL","HAMMAMET"
" 692","XXX","AVENUE ETTAHRIR","NABEUL","HAMMAMET"
" 694","XXX","AVENUE DE LA REPUBLIQUE HAMMAMET","NABEUL","HAMMAMET"
" 696","XXX","AVENUE ETTAHRIR HAMMAMET","NABEUL","HAMMAMET"
" 701","XXX","AVENUE DES NATIONS UNIES HAMMAMET","NABEUL","HAMMAMET"
" 713","XXX","AVENUE HABIB BOURGUIBA N_31","NABEUL","HAMMAMET"
" 718","XXX","AVENUE HEDI WALI N 96","NABEUL","HAMMAMET"
" 721","XXX","AVENUE HABIB BOURGUIBA HAMMAMET","NABEUL","HAMMAMET"
" 730","XXX","ANGLE RUE DU KOWEIT ET  RUE TAIEB MHIRI","NABEUL","HAMMAMET"
" 743","XXX","ROUTE DE BIR BOUREGBA BARRAKET ESSAHEL - HAMMAMET","NABEUL","HAMMAMET"
" 744","XXX","AVENUE HEDI OUALI HAMMAMET","NABEUL","HAMMAMET"
"1426","XXX","GP1 YASMINE HAMMAMET","NABEUL","HAMMAMET"
"1531","XXX","IMMEUBLE RASSIL ROUTE GP1 BIR BOURAGBA","NABEUL","HAMMAMET"
"1654","XXX","AVENUE ABOU DHABI - EL MRAZGA - ROUTE HAMMAMET - HAMMAMET - NABEUL","NABEUL","HAMMAMET"
"1754","XXX","av. de libération","NABEUL","HAMMAMET"
"1868","XXX","AVENUE ABOU HABI - EL MREZGA - HAMMAMET","NABEUL","HAMMAMET"
"1896","XXX","158  AVENUE DES NATIONS UNIS","NABEUL","HAMMAMET"
"1965","XXX","RESIDENCE NESRINE - YASMINE EL HAMMEMET","NABEUL","HAMMAMET"
"1969","XXX","AVENUE HEDI OUALI","NABEUL","HAMMAMET"
"1988","XXX","AVENUE DES NATIONS UNIES - ROUTE EL BARRAKA","NABEUL","HAMMAMET"
"2010","XXX","avenue mohamed V  - manaret el Hammamet","NABEUL","HAMMAMET"
"2013","XXX","avenue abou dhabi km 4 - el kharroubba","NABEUL","HAMMAMET"
"2032","XXX","AVENUE DES NATIONS UNIES","NABEUL","HAMMAMET"
"2041","XXX","AVENUE BAHI LADGHAM","NABEUL","HAMMAMET"
"2081","XXX","AVENUE ASSAD IBN FOURAT - ROUTE TOURISTIQUE- HAMMAMET","NABEUL","HAMMAMET"
