date,num,endroit_a,endroit_f,nom_artiste_a,nom_artiste_f,titre,prix
26/11/2015,397,رواق التياترو,,صفوان جلول,,Glissando,800
06/12/2015,398,المركب الثقافي بتطاوين,,لسعد المهزرس,,la danceuse (dip),4000
06/12/2015,399,,,مولدي بو خريص,,امتداد,1000
06/12/2015,400,,,فتحي السلطاني,,قصر اولاد سلطان (3),375
06/12/2015,401,,,محمود غرب,,بدون عنوان,1200
06/12/2015,402,,,فوزي عطاء الله,,portrait,1000
06/12/2015,403,,,حنان قديدي,,قصور,150
06/12/2015,404,,,ميلاد تزغدانتي,,بدون عنوان,400
06/12/2015,405,,,محمد الهنتاش,,الفوضى,1300
06/12/2015,406,,,مسعودة الحداد,,جربيدة,1500
06/12/2015,407,,,مبروكة بوهودي,,العاصفة,80
06/12/2015,408,,,ليزة عبد المجيد,,تدرج,500
06/12/2015,409,,,زيد عسل,,allure,2700
06/12/2015,410,,,ضو الشهيدي,,بدون عنوان,400
07/12/2015,411,المركب الثقافي بالقيروان,,محمد الهادي عياد,,إعطني حريتي,2000
07/12/2015,412,,,سالم ماني,,أنفاس,1500
07/12/2015,413,,,شكري الفاسي,,Mélodie,1500
07/12/2015,414,,,أميمة عبان,,la médina,1000
07/12/2015,415,,,أحمد حميدة,,arpège le monde vert,1500
