num_source;nom_source;situation;gouvernorat;Altitude;Temperature;Debit;pH;residu_sec;durete_total;calcium;Magnesium;Sodium;Potassium;Bicarbonate;Sulfate;Chlorure;Fluorures;Nitrate;sulfure;Element_en_traces;Classification;maladies_metaboliques;rhumatologie;dermatologie;digestif;gynecologie;respiratoires;appareil_urinaire;phlebologie;remise_forme;systeme_nerveux;station_thermale;bain_thermal;um_bouteille;autres;indications;technique_cure
73;FORAGE NEFTA;"Le forage Nefta se trouve dans le gouvernorat de Tozeur";TOZEUR;;65;5 l/s (concession);8.0;3267;143.00;520.00;31.61;500.00;92.50;170.80;1200.50;603.50;0.76;traces;;non déterminés;Eau thermale sulfatée calcique et chlorurée sodique;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;"Rhumatologie: - Rhumatismes dégénératifs sous toutes ses formes. - Rhumatismes inflammatoires, polyarthrite chronique évolutive et spondylarthrites ankylosantes, rhumatisme psoriasique et goutteux ; - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses - Séquelles des traumatismes ostéo-articulaires et des interventions chirurgicales : fractures, retard de consolidation, entorses, luxations ; - Névralgies : cervicalgies, cervico-brachialgies, sciatiques. Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné  séborrhèque. -Séquelles de brülures.";Bains Thermaux
74;HAMMAM EL BORMA;"Situé à Tozeur, actuellement le Hammam d'elBorma est alimenté à partir d'un profond forage captant le continental intercalaire. L'eau jaillit à 75°C passe par une tour de refroidissement pour sortir à 50°C, et de là, elle est véhiculée par une conduite de 3km de long pour arriver au hammam à 45°C.";TOZEUR;;75;important en fonction des besoins;6.9;2670;150.00;372.00;138.62;648.60;23.40;140.30;1339.20;1001.10;-;non déterminé;;non déterminés;Eau sulfato-chlorurée, sodico-calcique;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Maladies Ostéo-articulaires;
75;S.B.T (Jektiss I);"Le forage de S.B.T se trouve à 17,5 km au Nord Ouest de Médenine sur la route Médenine - Gabès.
Altitude : 90 mètres";MEDENINE;90;23;5 l/s;7.9;268;5.47;11.45;6.35;63.41;1.85;24.40;36.36;91.84;0.72;20,36;;Ni, Se, As;Eau chlorurée sodique( eau de table);FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;;
76;KOUTINE II (Jektiss II);"Le forage de Koutine II se trouve à 17 km au Nord Ouest de Médenine sur la route Médenine - Gabès.
Altitude : 90 mètres";MEDENINE;90;23;5 l/s par pompage;7.6;368;12.95;24.00;17.02;51.14;1.67;48.80;91.94;66.56;0.37;6.70;;Ni, Se, As;Eau chlorurée sodique( eau de table);FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;;
77;FORAGE LES SIRENES;"L'eau thermale provient des forages exploitant une partie de la nappe de la Jeffera de Médenine. Cette nappe de la côte nord de Djerba est logée dans les sables tertiaires, situés à une profondeur de 300 à 350 m.	";MEDENINE;;31.2;30 l/s;7.4;7266;155.00;340.00;170.24;1960.00;56.00;170.80;1274.30;2911.00;0.58;Abs;;non déterminés;Eau thermale chlorurée sodique, sulfatée calcique et magnésienne riche en fer;FAUX;VRAI;VRAI;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;"Rhumatologie:- Rhumatismes inflammatoires, polyarthrite chronique évolutive et spondylarthrites ankylosantes, rhumatisme psoriasique et goutteux ; - Rhumatismes dégénératifs : coxarthrose, gonarthrose, arthrose vertebrale, arthrose des mains. - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses ; - Séquelles des traumatismes ostéo-articulaires et des interventions chirurgicales orthopédiques : fractures, retard de consolidation, entorses, luxations, raideur articulaire, arthropathies diverses de la sénescence. - Névralgies : cervicalgies, cervico-brachialgies, sciatiques. Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné séborrhèque, séquelles de brülures. Voies respiratoires : - Pathologie rhino-sinusienne ; - Pathologie pharyngée ; - Pathologie laryngée ;- Pathologie broncho-pulmonaire : Phlébologie : - Insuffisances veineuses et lymphatiques (oedèmes chroniques, dermite purpurique, ulcères variqueux). - Suites et séquelles de phlébites et péri-phlébites ; acrosyndromes vasculaires.  Gynécologie:- Algies pelviennes chroniques, séquelles d'affections inflammatoires, troubles congestifs et neurotoniques de la ménopause.";"Bains thermaux; pulvérisations de la bouche; réeducation respiratoire; bain avec irrigation vaginale."
78;FORAGE EL JAZIRA;"L'eau thermale provient de forage exploitant une partie de la nappe de la Jeffera de Médenine. Cette nappe de la côte nord de Djerba est logée dans les sables tertiaires, située à une profondeur de 300 à 350 mètres.	";MEDENINE;;32;nd;;7286;150.00;340.00;158.00;1880.00;55.00;170.80;1435.00;2893.25;0.52;Abs;;non déterminés;Eau thermale chlorurée sodique, sulfatée calcique et magnésienne;FAUX;VRAI;VRAI;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;"Rhumatologie: - Rhumatismes inflammatoires, polyarthrite chronique évolutive et spondylarthrites ankylosantes, rhumatisme psoriasique et goutteux ; - Rhumatismes dégénératifs : coxarthrose, gonarthrose, arthrose vertebrale, arthrose des mains. - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses ; - Séquelles des traumatismes ostéo-articulaires et des interventions chirurgicales orthopédiques : fractures, retard de consolidation, entorses, luxations, raideur articulaire, arthropathies diverses de la sénescence. - Névralgies : cervicalgies, cervico-brachialgies, sciatiques. Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné séborrhèque, séquelles de brülures.  Voies respiratoires : - Pathologie rhino-sinusienne ; - Pathologie pharyngée ;- Pathologie laryngée ; - Pathologie broncho-pulmonaire : Phlébologie : - Insuffisances veineuses et lymphatiques (oedèmes chroniques, dermite purpurique, ulcères variquex). - Suites et séquelles de phlébites et péri-phlébites ; acrosyndromes vasculaires. Gynécologie : - Algies pelviennes chroniques, séquelles d'affections inflammatoires, troubles congestifs et neurotoniques de la ménopause.";"Bains thermaux; pulvérisations de la bouche; réeducation respiratoire; bain avec irrigation vaginale."
79;EAU THERMALE TOUILET;"Le forage Touilet Ben Guerdan se trouve à la délégation de Ben Guerdene gouvernorat de Médenine, on y accède par une piste de 9 km à partir de la route reliant Medenine à Ben Guerdene . ";MEDENINE;;34;nd;7.0;1052;365.00;800.00;394.00;1808.50;58.15;183.00;2472.76;3107.72;;3.75;;Fe, Sr;Eau thermale chlorurée sodique, sulfatée-calcique, magnésienne;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;"Rhumatologie: - Rhumatismes articulaires : séquelles de périarthrites, tendinites et bursites, dorsalgies diverses ; - Rhumatismes dégénératifs (arthroses) dans toutes ses localisations et manifestations. - Rhumatismes inflammatoires, polyarthrite chronique évolutive et spondylarthrites ankylosantes, rhumatisme psoriatique et goutteux ; - Séquelles des traumatismes ostéo-articulaires et des interventions chirurgicales : fractures, retard de consolidation, entorses, luxations, raideur articulaire ; arthropathies diverses de la sénescence. - Névralgies : cervicalgies, cervico-brachialgies, sciatiques.  Dermatologie: -Dermatite atopique, dermatose, psoriasis, eczéma, lichens, prurits, acné  séborrhèque ; -Séquelles de brülures.  Phlébologie : - Insuffisances veineuses et lymphatiques (oedèmes chroniques, dermite purpurique, ulcères des jambes), suite et séquelles de phlébites, acrosyndromes vasculaires.  Gynécologie : - séquelles d'affections inflammatoires, algies pelviennes chroniques, les troubles congestifs et neurotoniques de la ménopause.";Bains Thermaux
80;FORAGE TOUMANA;Le forage se situe sur la Côte Est de l'île de Djerba, plus précisément  sur la zone touristique de Sidi Zekri à une quinzaine de km de Houmt Souk .;MEDENINE;;30.5;nd;7.5;7220;150.00;280.00;194.56;2020.00;36.00;183.00;1316.00;3195.00;0.47;0.44;;B ,Ba, Li, Mn, Co, Sr, Ti, Oxygène dissous 4.5 mg/l;eau chloruée sodique, sulfatée calcique et magnésienne, riche en fer;FAUX;VRAI;VRAI;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;VRAI;Rhumatologie : Rhumatismes dégénératifs, inflammatoires «chronique » et articulaires, Coxarthrose, Gonarthrose, Arthroses, Polyarthrite rhumatoide, Pelvispondylite rhumatismale, Sciatique, Périarthrites Névralgie cervico-branchiale, Séquelles de traumatisme. Complications Traumatologiques : Séquelles postraumatiques, Cals hypertrophies, Retard de consolidation, Toutes les suites d'entorses, de luxations. Maladies Ostéo-Articulaires et professionnelles Affections du Système Nerveux : Séquelles d'hemeplegie ou de paraplégie, Séquelles de poliomyélite aigue  Gynécologie : Algies pelviennes, Dysménorrhées ORL et Voies respiratoires : Sinusites, Rhinites, Asthme ( adultes et enfants) Otites, Dilatation des bronches, Bronchites chroniques Ozène Phlébologie :dèmes, Séquelles de phlébites, Jambes lourdes, Varices, Ulcères variqueux  Dermatologie : Eczémas, Dermatose allergique, Vieillissement cutané, Psoriasis, Affection de la muqueuse bucco linguale, Séquelles de brûlures;"Bains thermaux; pulvérisations de la bouche; réeducation respiratoire; bain avec irrigation vaginale."
81;FORAGE TATOUINE NORD 2;"La région se situe au  Sud Est de la Tunisie.  L'accès au forage se fait par la Route GP 19 reliant Médenine à  Tataouine , on emprunte  une piste                
carrossable  vers l'Est et qui  s'étend sur 800 mètres.
Altitude : 194 mètres.";TATAOUINE;194;20.2;5 l/s;7.7;370;24.00;48.00;29.18;38.60;4.75;170.80;105.61;35.50;2.20;18.27;;non déterminés;Eau mixte faiblement minéralisée;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude cliniqueest  à réaliser en vue de déterminer les indications thérapeutiques.;
82;FORAGE SANGHO;Le forage est situé dans le gouvernorat de Tataouine.;TATAOUINE;;;nd;6.7;988;48.50;96.74;59.15;106.32;3.68;244.00;240.00;207.30;1.00;19.14;;non déterminés;Eau mixte faiblement minéralisée;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
83;AIN BOUJEBLA;"La zone d&#8217;étude se situe au Nord de la Tunisie dans la région de Séjnane sur la route nationale N°7, reliant la ville de Séjnane à Mateur à 11 km de Séjnane, au niveau d'el Aouana ; on emprunte une piste de 2 km environ de long.
La zone d'étude est connue sous le nom de Sfayet Ezzitoun, dans la région de Sidi Abdallah Ben Saiden, gouvernorat de Bizerte.
Altitude :  320 mètres";BIZERTE;320;;3 l/s;7.4;380;24.55;68.00;12.16;18.30;0.50;256.00;21.00;28.403;0.29;8.68;;Zn, Cd, B;Eau  bicarbonatée calcique, légèrement magnésienne à faible minéralisation(eau de source);FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
84;AIN BRAGA;"La source est située à la région de Ain Garci gouvernorat de Sousse . La source Ain Braga se trouve donc sur le flanc sud du massif du jebel Garci qui forme une colline dont le pont culminant est à 412 mètres.
Altitude : 140 mètres";SOUSSE;140;22;4 l/s;7.0;1230;55.00;136.00;51.07;255.30;7.41;817.40;79.40;319.50;1.69;1.50;;Zn, Co, B;Eau  bicarbonatée sodique;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
85;FORAGE BOURAOUI TURKI;"Le forage est situé à 3 km au Sud Ouest de la ville de Zaghouan, gouvernorat Zaghouan.
Altitude : 420 mètres";ZAGHOUAN;420;19;10 l/s;7.2;580;43.50;125.32;29.59;40.95;1.85;268.40;205.05;73.52;0.56;3.26;;Zn, Cd, B, Fe, Cr;Eau  bicarbonatée sulfatée calcique;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
86;FORAGE SAHNOUN (Jannet);"Le forage est situé dans le gouvernorat de Kairouan- délégation de Haffouz, plus précisément à environ 1 km au Nord Ouest de la ville de Haffouz. L'accès au site de forage s'éffectue par la route nationale qui relie Sousse à Kairouan, puis l'accès au forage se fait sur prés de 400 mètres suivant une piste carrossable qui dessert la région de Henchir el Assel.
Altitude :  320 mètres";KAIROUAN;320;23.8;6 l/s;7.6;280;20.74;50.10;20.00;25.46;3.33;229.36;32.47;32.03;0.70;3,50;;SiO2;Eau  bicarbonatée calcique, à faible minéralisation;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
87;FORAGE CHOUACHI;"Le forage Chouachi est situé dans la localité de Traikia, qui fait partie administrativement, de Imada de Chouachi : délégation de Hajeb el Ayoun gouvernorat de Kairouan. L'accès au forage à partir de l'agglomération d'el Ala semble être beaucoup plus facile en suivant la route goudronnée El Ala  Oued el Kouki sur 12 km, puis on emprunte une piste en terre.
Altitude : 450 mètres";KAIROUAN;450;19;30 l/s;7.2;;18.60;57.53;10.20;62.10;1.95;244.00;29.47;65.06;0.92;21.26;;Zn, Cr, Ni;Eau  bicarbonatée calcique;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
88;HAMMAM BOUHLEL;Hammam Bouhlel se trouve au centre de la ville de Dguèche, à 15 km de la ville de Tozeur.;TOZEUR;;70;25 l/s;7.2;2460;114.64;391.34;40.91;323.11;77.86;219.60;981.26;472.84;0.68;non déterminé;nd;non déterminés.;non déterminés.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
89;FORAGE SIDI BOURIGUA;Le forage de Sidi Bourigua se trouve près de Hammam El Bey au centre ville de Hammam Lif.;BEN AROUS;;48;5 l/d;6.9;16.20;330.00;1000.00;194.56;3738.00;0.115;658.80;1317.00;7467.87;3.30;traces;ne;Mn, Ni, Co, Sr, Fe, Zn, Se, As, Cu;Eau chaude chlorurée-sodique;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.";
90;FORAGE MAHASSEN 2;"Ce forage se trouve dans la ville de Dguèche ; à 15 km de Tozeur";TOZEUR;;70;30 l/s;7.2;2260;103.30;349.52;38.75;295.41;84.48;207.40;890.09;409.37;0.82;non déterminé;nd;non déterminés.;non déterminés.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
91;HAMMAM MAHASSEN;Hammam Mahassen se trouve à l'entrée de la ville de Dguèche, à 15 km de la ville de Tozeur;TOZEUR;;70;25 l/s;7.40;2440;111.89;376.7;43.12;347.01;75.12;207.4;991.8;485.3;0.78;non déterminé;nd;non déterminés.;non déterminés.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
92;FORAGE ZRIBA;Le forage Zriba se trouve à 300 mètres de la ville de Zriba, gouvernorat de Zaghouan.;ZAGHOUAN;;44;30 l/s;7.4;5980;227.00;660.50;150.45;1066.62;17.91;268.40;1936.50;1856.00;2.50;non déterminé;nd;Mn, Ni, Sr, Al, Fe, Zn,As, Cu;Eau thermale chloro-sulfatée sodico-calcique;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Une étude est à réaliser en vue de déterminer les indications thérapeutiques;
93;HAMMAM EL HADDAJ;"Hammam El Haddaj se trouve à 10 km au Sud-Est du village de Bouzaine. On y accède par la route GP 14.
Altitude : 300 mètres.
";ARIANA;;37;5 l/s;6.8;3790;3.00;240.00;146.00;727.00;44.40;207.40;942.50;1386.00;-;non déterminé;nd;non déterminés.;Eau thermale chlorurée sulfatée sodique.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"Rhumatologie 
Dermatologie
Phlebologie
Gynécologie";
94;FORAGE KRAIDI;Le forage de Kraïdi se trouve dans le gouvernorat de Kasserine.;KASSERINE;;;nd;7.7;940;46.00;120.00;38.91;71.20;2.20;219.00;191.00;142.00;0.01;101.00;nd;non déterminés.;Eau chlorurée sulfatée calcique légèrement magnésienne;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
95;Forage AIN-BORJ;L'oasis d'El-Hamma, l'une des plus importantes de Tunisie se trouve à 31 Km à l'Ouest de Gabès sur la route GP16 reliant Gabès à Kébili. El Hamma possèdait un grand nombre de sources thermales dont la réputation est connue depuis l'Antiquité. A l'époque romaine, cette oasis constituait la ville d'eau par excellence et s'appelait;GABES;;40;important;7.46;3760;125;424.65;74.2;506.57;99.13;183;1187.05;883.83;0.55;2.64;;Sr, B, Rb,Fe ,Mn, Zn, Cu, SiO2;Eau thermale sulfatée calcique, Chlorurée sodique;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"Rhmatologie:
- l'ensemble des arthroses: arthrose du rachis, coxarthrose, gonarthrose, rthizarthrose.
- Traitement des rhumatismes inflammatoires: polyarthrite chronique évolutives et peivispondylites rhumatismales, rhumatisme psoriasique et goutteux;
- Rhumatismes articulaires: périarthrites scapulohumérales, pathologies tendineuses et bursites, dorsalgies diverses;";
96;Forage SIDI ABDELKADER;L'oasis d'El-Hamma est l'une des plus impotantes de Tunisie se trouve à 31 Km à l'ouest de Gabès sur la route GP 16 reliant Gabès à Kébili. El Hamma possèdait unh grand nombre de sources thermales dont la répetation est connue depuis l'Antiquité. A l'époque romaine, cette oasis constituait la ville d'eau par excellence et s'appelait.;GABES;;44;important;pas indiqué;3988;165° F;500;97;585;80;183;1135;1065;0.45;16;;Sr, B, Li, Rb, Fe, Mn, Zn, SiO2;Eau thermale sulfatée calcique, chlorurée sodique;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"- Rhumatismes dégénératifs (arthroses) dans toutes ses localisations et manifestations: cervicoarthrose, lombarhrose, coxarthrose, gonarthrose.
- Rhumatismes articulaires: séquelles de périarthrites, tendinites et brusites, dorsalgies diverses;
- Rhumatismes inflammatoires chroniques évolutives: pelvisopondylite rhumatismale, polyarthrite rhumatoide, rhumatisme goutteux et psoriasique;";
97;Forage SGHAIER;L'oasis d'El-Hamma, l'une des plus importantes de Tunisie se trouve à 31 Km à l'Ouest de Gabès sur la route GP16 reliant Gabès à Kébili. El Hamma possèdait un grand nombre de sources thermales dont la réputation est connue depuis l'Antiquité. A l'époque romaine, cette oasis constituait la ville d'eau par excellence  et s'appelait.;GABES;;58;important;pas indiqué;3674;155° F;488;80.25;550;75;170.8;1233;923;0.58;14.4;;non déterminés;Eau hyperthermale de nature sulfatée calcique et chlorurée sodique;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;"- Rhumatismes dégénératifs (arthroses) dans toutes ses localisations et manifestations.
- Rhumatismes inflammatoires, polyarthrite chronique évolutive et spondylarthrites ankylosantes, rhumatisme psoriasique et goutteux;
- Rhumatismes articulaires: séquelles des traumatismes ostéo-artculaires et des interventions chirurgicales: fractures";
98;Forage EL KHBAYET;Le forage est situé à 12 Km d'El Hamma Gouvernorat Gabès, route reliant Gabès à Kébili;GABES;;43;important;7.3;2024;114° F;320;82;350;51;97.6;920.36;710;1.55;0.48;;non déterminés;Eau sulfatée-calcique, chlorurée-sodique et magnésienne;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Une étude clinique est à réaliser en vue de déterminer les indications thérapeutiques.;
99;HAMMAM ESSAIDA ECHAALIYA;La source thermale se trouve à Hamma de Gabes. Elle alimente un hammam traditionnel;GABES;;40° C;important;7.46;3760;125° F;424.6;74.2;506.6;99.1;183;1187;883.8;0.5;2.6;;non déterminés;Eau thermale;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
100;HAMMAM EZAIRI;La source thermale se trouve à  HAMMA de Gabes. Elle alimente un hammam traditionnel;GABES;;40° C;important;7.46;3760 mg/l;125° F;424.6;74.2;506.6;99.1;183;1187;883.8;0.5;2.6;;non déterminés;Eau thermale;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
101;Hamma Zarat;;GABES;;40;important;7.46;3760;125° F;424.6;74.2;506.6;99.1;183;1187;883.8;0.5;2.6;;;;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
102;Hammam Esghaier;;GABES;;58;important;-;3674;155° F;488;80.2;550;75;170.8;1233;923;0.6;14.4;;;;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
103;Hammam Ezzimzmi;;GABES;;40;important;7.46;3760;125° F;424.6;74.2;506.6;99.1;183;1187;883.8;0.5;2.6;;;;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
104;Hammam Sidi Abdelkader;;GABES;;44;important;-;3988;165° F;500;97;585;80;183;1135;1065;0.4;16;;;;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
105;Hammam Mouguou;;GABES;;40;important;7.46;3760;125° F;424.6;74.2;506.6;99.1;183;1187;883.8;0.5;2.6;;;;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
106;Hammam Hammamet Asria;;GABES;;40;important;7.46;3760;125° F;424.6;74.2;506.6;99.1;183;1187;883.8;0.5;2.6;;;;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
107;Hammam Ain El Borj;;GABES;;40;important;7.46;3760;125° F;424.6;74.2;506.6;99.1;183;1187;883.8;0.5;2.6;;;;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
108;Hammam Sidi Msallem;;JENDOUBA;;50;0.6 l/s;7.0;1000;27.55 ° F;75.2;21.3;259.9;13.1;597.8;6.0;291;1.9;traces;;;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Cure de remise en forme, effet tonifiant, reconstituant et myorelaxant;
109;Hammam Ancienne Arraka;;NABEUL;;59.5;24 l/s;7.5;11812;263.6;755.9;181.6;2980;86.4;561.2;1724.1;5700;2.8;traces;;;;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
110;Hammam Nouvelle Arraka;;NABEUL;;59.5;24 l/s;7.5;11812;263.6;755.9;181.6;2980;86.4;561.2;1724.1;5700;2.8;tracers;;;;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
111;Hammam Bains Individuels;;NABEUL;;59.5;24 l/s;7.5;11812;263.6;755.9;181.6;2980;86.4;561.2;1724.1;5700;2.8;traces;;;;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
112;Hammam Rejel;;TOZEUR;;75;important;6.9;2670;150° F;372.0;138.6;648.6;23.4;140.3;1339.2;1001.1;;;;;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Maladies sostaritculaires;
113;Hammam Chadia;Le forage se trouve à 13 km du centre ville de Sfax.;SFAX;;26;5 l/s;6.6;5540;246.96° F;541.77;198.36;840.08;nd;210.82;1525.75;1420;23;nd;;;Eau de type chlorurée sodique et sulfatée calcique et magnésienne;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;Rhumatisme;
114;Ras EL Oued;La source se trouve à chott ezzouara / Nefza, gouvernorat de Béja;BEJA;;19;25 l/s;7.6;260 mg/l;17.4° F;60;5.8;20.79;0.24;195.2;12.65;37.45;0.68;6.72;;non déterminés;Eau bicarbonatée calcique;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
115;Ain Dhahab;Aïn Dhahab se trouve à Joumine, Sidi Nsir, sur la route de Bizerte-Béja et à 95 km au Nord-Ouest de Tunis en passant par Mateur.;BIZERTE;;20;;7.4;240 mg/l;22 °F;76;7.29;18.41;1.45;244;17.05;35.5;0.3;1.57;;;Eau bicartonatée calcique à faible minéralisation;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
116;Forage Sidi Hsan;Zone de Hajeb el Ayoun;KAIROUAN;;38;nd;6.7;15330 mg/l;329 °F;780;243.2;4250.4;141.2;448;875;7455;3;traces;;nd;Eau chlorurée sodique chargée en minéraux;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
117;Forage CM1 Chouachi;Le forage CM1 (profond de 172m) est situé sur la rive gauche de l'oued el Ouiba. L'un des affluents principaux à l'amont de l'oued el hthob, qui fait partie administrativement, de Imada de Chouchi: délégation de Hajeb el Ayoun gouvernorat de Kairouan;KAIROUAN;;19;10;7.5;375;18.5;56;11.2;50;4;231;26;63.9;0.92;5;;nd;Eau bicarbonatée calcique;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;;
