PKLigne;Pk1;LIGNE; TYPE ;Nbre de Voie;PN voisin gare (à indiquer);       TYPE ANI;DE ANP;CDV VPN;ASSAINISSEMENT ZONE ANI;ASSAINISSEMENT ZONE ANP;ASSAINISSEMENT ZONE VPN;CONTACT RAIL ANI;CONTACT RAIL ANP;CONTACT RAIL VPN;DUREE ANNONCE  PAIRE;DUREE ANNONCE IMPAIRE;terre;coupure bipolaire;PN avec clignoteur à mercure;PN dôté d'alim commune;Etat du câblage châssis;Etat de la guérite;PN dôté de minuterie;type Télécontrôle;"ETAT
 BATTERIE";OBSERVATIONS;Observations;Arrondissement;Zone;Latitude;Longitude;Pk Route;Urbain-Rural;Visibilité;Gouvernorat;Institution concernée;Présignalisation
257,950L6;257,95;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°31'0.23""N";"  8°27'25.16""E";;;;;;
258 , 840L6;258 , 840;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°30'35.41""N";"  8°27'38.28""E";;;;;;
259 , 900L6;259 , 900;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°30'6.99""N";"  8°28'1.83""E";;;;;;
260 , 525L6;260 , 525;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°29'49.67""N";"  8°28'14.53""E";;;;;;
267 , 650L6;267 , 650;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°26'40.89""N";"  8°29'55.91""E";;;;;;
269 , 460L6;269 , 460;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°26'59.76""N";"  8°31'0.57""E";;;;;;
270 , 430L6;270 , 430;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°26'43.01""N";"  8°31'28.28""E";;;;;;
272 , 430L6;272 , 430;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°25'44.03""N";"  8°31'56.07""E";;;;;;
274 , 060L6;274 , 060;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°25'23.96""N";"  8°32'46.66""E";;;;;;
275 , 450L6;275 , 450;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°24'47.19""N";"  8°32'57.40""E";;;;;;
277 , 150L6;277 , 150;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°24'17.45""N";"  8°33'46.23""E";;;;;;
278,950L6;278,95;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°23'31.11""N";"  8°34'16.45""E";;;;;;
280 , 380L6;280 , 380;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°22'48.95""N";"  8°34'52.70""E";;;;;;
282 , 560L6;282 , 560;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°21'55.96""N";"  8°35'50.37""E";;;;;;
284 , 720L6;284 , 720;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°21'13.39""N";"  8°37'2.29""E";;;;;;
285 , 185L6;285 , 185;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°21'5.47""N";"  8°37'15.82""E";;;;;;
285 , 806L6;285 , 806;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°20'53.25""N";"  8°37'37.28""E";;;;;;
287 , 150L6;287 , 150;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°20'25.16""N";"  8°38'21.59""E";;;;;;
287 , 900L6;287 , 900;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°20'12.88""N";"  8°38'43.36""E";;;;;;
289 , 050L6;289 , 050;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°19'50.44""N";"  8°39'21.30""E";;;;;;
289 , 880L6;289 , 880;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°19'35.22""N";"  8°39'48.41""E";;;;;;
290 , 900L6;290 , 900;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°19'15.39""N";"  8°40'19.32""E";;;;;;
292 , 080L6;292 , 080;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°18'49.99""N";"  8°40'58.81""E";;;;;;
293 , 130L6;293 , 130;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°18'29.08""N";"  8°41'30.57""E";;;;;;
299 , 900L6;299 , 900;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°15'44.35""N";"  8°44'34.51""E";;;;;;
300 , 600L6;300 , 600;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°15'28.41""N";"  8°44'49.18""E";;;;;;
301 , 700L6;301 , 700;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°14'59.66""N";"  8°44'54.92""E";;;;;;
302 , 600L6;302 , 600;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°14'27.07""N";"  8°44'52.06""E";;;;;;
303 , 250L6;303 , 250;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°14'2.02""N";"  8°44'56.85""E";;;;;;
304 , 360L6;304 , 360;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°13'30.13""N";"  8°44'54.26""E";;;;;;
308 , 280L6;308 , 280;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°11'54.67""N";"  8°46'24.84""E";;;;;;
309 , 260L6;309 , 260;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°11'27.25""N";"  8°46'49.50""E";;;;;;
310 , 260L6;310 , 260;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'58.70""N";"  8°47'0.24""E";;;;;;
311 , 980L6;311 , 980;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'22.34""N";"  8°47'44.17""E";;;;;;
312 , 100L6;312 , 100;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'20.12""N";"  8°47'47.78""E";;;;;;
312 , 600L6;312 , 600;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'9.33""N";"  8°48'0.22""E";;;;;;
313,000L6;313;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'8.65""N";"  8°48'17.11""E";;;;;;
313 , 400L6;313 , 400;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'1.73""N";"  8°48'29.24""E";;;;;;
314 , 150L6;314 , 150;6;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35° 9'48.92""N";"  8°48'56.81""E";;;;;;
13,435L7/20;13,435;juil-20;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°46'31.59""N";" 10°16'7.50""E";;;;;;
169,700L8;169,7;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 4'45.36""N";"  8°57'33.34""E";;;;;;
170 , 700L8;170 , 700;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 5'8.59""N";"  8°57'16.04""E";;;;;;
171 , 600L8;171 , 600;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 5'31.60""N";"  8°57'0.84""E";;;;;;
173,350L8;173,35;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 6'3.31""N";"  8°56'5.35""E";;;;;;
174,600L8;174,6;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 5'51.79""N";"  8°55'13.63""E";;;;;;
175,350L8;175,35;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 5'58.43""N";"  8°54'48.74""E";;;;;;
177,300L8;177,3;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 6'56.88""N";"  8°54'15.72""E";;;;;;
178,450L8;178,45;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 7'29.79""N";"  8°53'50.17""E";;;;;;
180,100L8;180,1;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;"36° 8'20.08""N";"  8°53'42.73""E";;;;;;
183,700L8;183,7;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'31.96""N";"  8°52'23.09""E";;;;;;
186,020L8;186,02;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'30.84""N";"  8°50'53.32""E";;;;;;
187,100L8;187,1;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'31.11""N";"  8°50'11.81""E";;;;;;
187,600L8;187,6;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'23.26""N";"  8°49'53.99""E";;;;;;
189,600L8;189,6;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;"6° 9'14.71""N";"  8°48'33.97""E";;;;;;
190,850L8;190,85;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'14.80""N";"  8°47'45.34""E";;;;;;
194,300L8;194,3;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 8'59.94""N";"  8°45'28.95""E";;;;;;
196,400L8;196,4;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'14.67""N";"  8°44'9.22""E";;;;;;
197 , 800L8;197 , 800;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'31.47""N";"  8°43'22.24""E";;;;;;
198 , 300L8;198 , 300;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'35.99""N";"  8°43'3.90""E";;;;;;
198,867L8;198,867;8;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 9'48.51""N";"  8°42'48.24""E";;;;;;
205 , 140L9;205 , 140;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°52'34.08""N";"  8°42'15.92""E";;;;;;
206 , 669L9;206 , 669;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°52'13.24""N";"  8°41'22.66""E";;;;;;
208 , 540L9;208 , 540;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'27.27""N";"  8°40'58.08""E";;;;;;
209 , 650L9;209 , 650;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°50'55.22""N";"  8°40'48.07""E";;;;;;
211 , 962L9;211 , 962;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'1.05""N";"  8°39'23.05""E";;;;;;
212 , 870L9;212 , 870;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'0.27""N";"  8°38'45.04""E";;;;;;
213 , 315L9;213 , 315;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'2.45""N";"  8°38'27.42""E";;;;;;
214 , 315L9;214 , 315;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'2.89""N";"  8°37'47.82""E";;;;;;
215 , 320L9;215 , 320;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°50'49.70""N";"  8°37'11.57""E";;;;;;
216 , 330L9;216 , 330;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°50'38.11""N";"  8°36'33.51""E";;;;;;
217 , 650L9;217 , 650;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°50'48.23""N";"  8°35'43.52""E";;;;;;
217 , 910L9;217 , 910;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°50'51.59""N";"  8°35'33.87""E";;;;;;
219 , 307L9;219 , 307;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'3.67""N";"  8°34'45.99""E";;;;;;
219 , 835L9;219 , 835;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'4.41""N";"  8°34'19.45""E";;;;;;
220 , 350L9;220 , 350;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'5.08""N";"  8°33'58.71""E";;;;;;
220 , 645L9;220 , 645;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'5.17""N";"  8°33'46.87""E";;;;;;
221 , 015L9;221 , 015;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'5.58""N";"  8°33'32.02""E";;;;;;
221 , 520L9;221 , 520;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'5.99""N";"  8°33'12.18""E";;;;;;
222 , 070L9;222 , 070;9;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°51'6.43""N";"  8°32'50.10""E";;;;;;
60 , 296L10;60 , 296;10;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°25'28.13""N";" 10°34'50.93""E";;;;;;
60 , 760L10;60 , 760;10;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°25'19.95""N";" 10°35'6.66""E";;;;;;
61 , 041L10;61 , 041;10;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°25'13.87""N";" 10°35'15.31""E";;;;;;
62 , 209L10;62 , 209;10;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°24'55.18""N";" 10°35'53.46""E";;;;;;
64 , 140L10;64 , 140;10;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°24'21.68""N";" 10°36'57.72""E";;;;;;
73 , 400L10;73 , 400;10;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°26'9.59""N";" 10°42'24.80""E";;;;;;
75 , 771L10;75 , 771;10;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°26'58.41""N";" 10°43'46.23""E";;;;;;
277 , 080L11;277 , 080;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°16'30.15""N";"  9°25'22.81""E";;;;;;
277 , 520L11;277 , 520;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°16'20.97""N";"  9°25'8.46""E";;;;;;
279 , 700L11;279 , 700;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°15'37.46""N";"  9°23'59.12""E";;;;;;
281 , 250L11;281 , 250;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°15'13.71""N";"  9°23'8.51""E";;;;;;
283,436L11;283,436;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°15'10.56""N";"  9°21'42.01""E";;;;;;
288 , 350L11;288 , 350;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°14'58.99""N";"  9°18'34.83""E";;;;;;
293 , 400L11;293 , 400;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°14'18.93""N";"  9°15'28.03""E";;;;;;
298 , 150L11;298 , 150;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°13'39.53""N";"  9°12'28.20""E";;;;;;
300 , 700L11;300 , 700;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°13'28.94""N";"  9°10'51.20""E";;;;;;
304 , 649L11;304 , 649;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°13'50.16""N";"  9° 8'22.83""E";;;;;;
305 , 500L11;305 , 500;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°13'43.86""N";"  9° 7'49.02""E";;;;;;
306 , 070L11;306 , 070;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°13'34.97""N";"  9° 7'34.70""E";;;;;;
309 , 100L11;309 , 100;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°13'18.18""N";"  9° 5'57.07""E";;;;;;
329 , 200L11;329 , 200;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°12'11.66""N";"  8°54'0.63""E";;;;;;
329 , 900L11;329 , 900;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°12'13.35""N";"  8°53'33.09""E";;;;;;
330 , 500L11;330 , 500;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°12'13.54""N";"  8°53'10.67""E";;;;;;
331 , 060L11;331 , 060;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°12'9.92""N";"  8°52'48.53""E";;;;;;
332 , 400L11;332 , 400;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°11'34.55""N";"  8°52'27.15""E";;;;;;
333 , 878L11;333 , 878;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°11'1.18""N";"  8°51'42.28""E";;;;;;
334 , 990L11;334 , 990;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'39.86""N";"  8°51'9.57""E";;;;;;
335 , 100L11;335 , 100;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'37.67""N";"  8°51'6.31""E";;;;;;
336 , 060L11;336 , 060;11;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°10'17.98""N";" 8°50'36.21""E";;;;;;
145 , 020L12;145 , 020;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°49'34.26""N";" 10°36'10.55""E";;;;;;
145 , 994L12;145 , 994;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°49'54.79""N";" 10°36'39.32""E";;;;;;
146 , 320L12;146 , 320;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°49'55.97""N";" 10°36'52.62""E";;;;;;
153,525L12;153,525;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°47'1.82""N";" 10°39'20.04""E";;;;;;
155 , 127L12;155 , 127;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°46'42.18""N";" 10°38'39.80""E";;;;;;
155 , 654L12;155 , 654;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°46'26.70""N";" 10°38'30.02""E";;;;;;
156 , 449L12;156 , 449;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°46'3.96""N";" 10°38'15.33""E";;;;;;
157 , 415L12;157 , 415;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°45'38.10""N";" 10°37'53.79""E";;;;;;
158 , 100L12;158 , 100;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°45'24.36""N";" 10°37'32.68""E";;;;;;
158 , 498L12;158 , 498;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°45'18.10""N";" 10°37'18.95""E";;;;;;
159 , 600L12;159 , 600;12;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°44'59.84""N";" 10°36'41.34""E";;;;;;
67 , 500L13;67 , 500;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°29'55.12""N";" 10° 9'23.77""E";;;;;;
70 , 500L13;70 , 500;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°30'40.95""N";" 10° 7'39.03""E";;;;;;
73 , 200L13;73 , 200;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°31'18.41""N";" 10° 5'54.01""E";;;;;;
78 , 300L13;78 , 300;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°30'57.62""N";" 10° 2'50.99""E";;;;;;
80 , 050L13;80 , 050;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°30'57.23""N";"  9°59'43.86""E";;;;;;
84 , 050L13;84 , 050;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°32'11.92""N";"  9°59'2.03""E";;;;;;
87 , 970L13;87 , 970;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°32'40.69""N";"  9°56'31.49""E";;;;;;
94 , 978L13;94 , 978;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°33'52.74""N";"  9°52'13.29""E";;;;;;
102 , 380L13;102 , 380;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°35'46.32""N";"  9°48'6.97""E";;;;;;
106 , 250L13;106 , 250;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°37'14.46""N";"  9°46'20.36""E";;;;;;
109 , 100L13;109 , 100;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°37'55.73""N";"  9°44'40.05""E";;;;;;
116 , 062L13;116 , 062;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°37'0.33""N";"  9°40'38.05""E";;;;;;
119 , 450L13;119 , 450;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°36'52.42""N";"  9°38'31.35""E";;;;;;
129 , 325L13;129 , 325;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°35'2.22""N";"  9°32'25.63""E";;;;;;
130 , 825L13;130 , 825;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°34'54.17""N";"  9°31'28.21""E";;;;;;
135 , 400L13;135 , 400;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°34'37.79""N";"  9°28'29.01""E";;;;;;
138 , 346L13;138 , 346;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°34'27.45""N";"  9°26'34.69""E";;;;;;
141 , 047L13;141 , 047;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°34'24.94""N";"  9°24'49.28""E";;;;;;
141 , 815L13;141 , 815;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°34'21.30""N";"  9°24'19.09""E";;;;;;
142 , 075L13;142 , 075;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°34'20.21""N";"  9°24'10.53""E";;;;;;
145 , 766L13;145 , 766;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°34'14.98""N";"  9°21'46.41""E";;;;;;
149 , 020L13;149 , 020;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°33'55.96""N";"  9°19'43.55""E";;;;;;
157 , 019L13;157 , 019;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°32'18.57""N";"  9°15'28.43""E";;;;;;
157 , 673L13;157 , 673;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°32'14.64""N";"  9°15'1.39""E";;;;;;
167 , 726L13;167 , 726;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°30'7.91""N";"  9° 9'13.84""E";;;;;;
171 , 399L13;171 , 399;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°29'17.99""N";"  9° 7'7.82""E";;;;;;
172 , 854L13;172 , 854;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°28'53.07""N";"  9° 6'17.81""E";;;;;;
177 , 456L13;177 , 456;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°28'10.29""N";"  9° 3'25.16""E";;;;;;
178 , 288L13;178 , 288;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°28'2.65""N";"  9° 2'54.17""E";;;;;;
179 , 505L13;179 , 505;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°27'51.35""N";"  9° 2'8.13""E";;;;;;
186 , 653L13;186 , 653;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°27'3.02""N";"  8°57'36.36""E";;;;;;
202 , 390L13;202 , 390;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°23'48.25""N";"  8°49'23.46""E";;;;;;
203 , 478L13;203 , 478;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°23'48.67""N";"  8°48'43.74""E";;;;;;
207 , 600L13;207 , 600;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°22'50.43""N";"  8°46'28.18""E";;;;;;
211 , 100L13;211 , 100;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°22'40.17""N";"  8°44'11.38""E";;;;;;
220 , 630L13;220 , 630;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°21'6.05""N";"  8°38'52.78""E";;;;;;
234 , 300L13;234 , 300;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°19'3.67""N";"  8°30'17.86""E";;;;;;
237 , 859L13;237 , 859;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°18'42.81""N";"  8°28'9.65""E";;;;;;
243 , 150L13;243 , 150;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°18'56.41""N";"  8°24'45.56""E";;;;;;
243 , 188L13;243 , 188;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°18'56.10""N";"  8°24'43.91""E";;;;;;
243 , 307L13;243 , 307;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°18'54.77""N";"  8°24'39.77""E";;;;;;
243 , 650L13;243 , 650;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°18'45.63""N";"  8°24'31.82""E";;;;;;
244 , 900L13;244 , 900;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°18'7.51""N";"  8°24'20.03""E";;;;;;
282 , 040L13;282 , 040;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 0'46.11""N";"  8°14'40.92""E";;;;;;
286 , 496L13;286 , 496;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 33°59'8.20""N";"  8°12'42.97""E";;;;;;
296 , 010L13;296 , 010;13;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 33°55'43.91""N";"  8° 8'17.62""E";;;;;;
12 , 350L14;12 , 350;14;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°17'41.90""N";"  8°43'55.84""E";;;;;;
20 , 770L14;20 , 770;14;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°15'41.16""N";"  8°38'53.08""E";;;;;;
24 , 640L14;24 , 640;14;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°14'18.35""N";"  8°38'24.83""E";;;;;;
05 , 680L15;05 , 680;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°20'11.70""N";"  8°22'28.19""E";;;;;;
16 , 700L15;16 , 700;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°23'20.90""N";"  8°20'19.07""E";;;;;;
25 , 880L15;25 , 880;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°25'55.88""N";"  8°16'5.31""E";;;;;;
27 , 720L15;27 , 720;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°26'32.37""N";"  8°15'28.30""E";;;;;;
33 , 300L15;33 , 300;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°28'13.51""N";" 8°15'46.38""E";;;;;;
36 , 305L15;36 , 305;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°29'30.02""N";"  8°16'56.51""E";;;;;;
55 , 350L15;55 , 350;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°35'49.67""N";"  8°24'41.77""E";;;;;;
65 , 900L15;65 , 900;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°39'56.80""N";"  8°27'40.81""E";;;;;;
76,250L15;76,25;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°44'42.29""N";"  8°31'4.45""E";;;;;;
76,850L15;76,85;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°45'4.17""N";"  8°31'11.90""E";;;;;;
77 , 300L15;77 , 300;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°45'18.43""N";"  8°31'16.69""E";;;;;;
88 , 500L15;88 , 500;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°50'50.29""N";"  8°31'5.41""E";;;;;;
