NameAr,Delegations.Name,Delegations.NameAr,Delegations.Value,Delegations.PostalCode,Delegations.Latitude,Delegations.Longitude,DelegationID
قفصة,BELKHIR (El Akteb),بالخير (الأكتب),BELKHIR,2139,34.38,8.95,BELKHIR (El Akteb)_2139
قفصة,SNED (El Araria),السند (العرارية),SNED,2116,34.44,9.21,SNED (El Araria)_2116
قفصة,REDEYEF (Redeyef Gare),الرديف (الرديف المحطة),REDEYEF,2140,34.385,8.155,REDEYEF (Redeyef Gare)_2140
قفصة,GAFSA NORD (Menzel Mimoun),قفصة الشمالية (منزل ميمون),GAFSA NORD,2141,34.435,8.785,GAFSA NORD (Menzel Mimoun)_2141
قفصة,GAFSA SUD (Cite Bayech),قفصة الجنوبية (حي البياش),GAFSA SUD,2100,34.415,8.78,GAFSA SUD (Cite Bayech)_2100
قفصة,REDEYEF (Cite De La Gare),الرديف (حي المحطة),REDEYEF,2120,34.385,8.155,REDEYEF (Cite De La Gare)_2120
قفصة,GAFSA SUD (Ennadhour),قفصة الجنوبية (الناظور),GAFSA SUD,2142,34.41,8.73,GAFSA SUD (Ennadhour)_2142
قفصة,GAFSA SUD (Doualy Gafsa),قفصة الجنوبية (دوالي قفصة),GAFSA SUD,2143,34.39,8.75,GAFSA SUD (Doualy Gafsa)_2143
قفصة,EL GUETTAR (Ouled Bou Saad),القطار (أولاد بو سعد),EL GUETTAR,2145,34.33,8.95,EL GUETTAR (Ouled Bou Saad)_2145
قفصة,EL KSAR (Gafsa Aeroport),القصر (مطار قفصة),EL KSAR,2151,34.3919,8.8222,EL KSAR (Gafsa Aeroport)_2151
قفصة,MOULARES (Moulares Gare),أم العرائس (أم العرائس المحطة),MOULARES,2161,34.495,8.275,MOULARES (Moulares Gare)_2161
قفصة,EL KSAR (Erragouba),القصر (الرقوبة),EL KSAR,2169,34.41,8.76,EL KSAR (Erragouba)_2169
قفصة,EL MDHILLA (Cite Des Jeunes),المظيلة (حي الشباب),EL MDHILLA,2170,34.3,9,EL MDHILLA (Cite Des Jeunes)_2170
قفصة,EL KSAR (Lala),القصر (للاّ),EL KSAR,2121,34.41,8.7,EL KSAR (Lala)_2121
قفصة,REDEYEF (Zomra Redeyef),الرديف (زمرة الرديف),REDEYEF,2122,34.37,8.14,REDEYEF (Zomra Redeyef)_2122
قفصة,EL MDHILLA (Borj El Mdhilla),المظيلة (برج المظيلة),EL MDHILLA,2173,34.3,9,EL MDHILLA (Borj El Mdhilla)_2173
قفصة,MOULARES (Cite De La Fraternite),أم العرائس (حي الإخاء),MOULARES,2110,34.49,8.27,MOULARES (Cite De La Fraternite)_2110
قفصة,GAFSA SUD (Gafsa Cite Ennour),قفصة الجنوبية (قفصة حي النور),GAFSA SUD,2123,34.422,8.793,GAFSA SUD (Gafsa Cite Ennour)_2123
قفصة,EL GUETTAR (Bir Saad),القطار (بئر سعد),EL GUETTAR,2180,34.33,8.95,EL GUETTAR (Bir Saad)_2180
قفصة,GAFSA SUD (Cite Essourour),قفصة الجنوبية (حي السرور),GAFSA SUD,2124,34.423,8.794,GAFSA SUD (Cite Essourour)_2124
قفصة,EL GUETTAR (Bou Omrane),القطار (بو عمران),EL GUETTAR,2125,34.25,8.96,EL GUETTAR (Bou Omrane)_2125
قفصة,METLAOUI (Cite Aouled Radhouane),المتلوي (حي أولاد رضوان),METLAOUI,2130,34.32,8.4,METLAOUI (Cite Aouled Radhouane)_2130
قفصة,EL GUETTAR (Nchiou),القطار (نشيو),EL GUETTAR,2181,34.28,8.85,EL GUETTAR (Nchiou)_2181
قفصة,EL GUETTAR (Lortes),القطار (لورتاس),EL GUETTAR,2183,34.35,8.88,EL GUETTAR (Lortes)_2183
قفصة,SNED (Bahloula),السند (بهلولة),SNED,2190,34.44,9.21,SNED (Bahloula)_2190
قفصة,EL KSAR (Cite Bab Ettoub),القصر (حي باب الطوب),EL KSAR,2111,34.411,8.761,EL KSAR (Cite Bab Ettoub)_2111
قفصة,SIDI AICH (Cite Dhebebnia 1),سيدي عيش (حي الذهابنية 1),SIDI AICH,2131,34.53,8.8,SIDI AICH (Cite Dhebebnia 1)_2131
قفصة,METLAOUI (Cite El Magroun),المتلوي (حي المقرون),METLAOUI,2132,34.315,8.395,METLAOUI (Cite El Magroun)_2132
قفصة,SNED (Majoura),السند (ماجورة),SNED,2192,34.48,9.18,SNED (Majoura)_2192
قفصة,GAFSA SUD (Sidi Ahmed Zarrouk),قفصة الجنوبية (سيدي أحمد زروق),GAFSA SUD,2112,34.42,8.78,GAFSA SUD (Sidi Ahmed Zarrouk)_2112
قفصة,SNED (Abdessadok),السند (عبد الصادق),SNED,2193,34.43,9.24,SNED (Abdessadok)_2193
قفصة,METLAOUI (Metlaoui Gare),المتلوي (محطة المتلوي),METLAOUI,2113,34.3205,8.4005,METLAOUI (Metlaoui Gare)_2113
قفصة,GAFSA SUD (Gafsa Cite Des Jeunes),قفصة الجنوبية (قفصة حي الشباب),GAFSA SUD,2133,34.4185,8.7905,GAFSA SUD (Gafsa Cite Des Jeunes)_2133
قفصة,MOULARES (Ouglet Ahmed),أم العرائس (عقلة أحمد),MOULARES,2114,34.47,8.25,MOULARES (Ouglet Ahmed)_2114
قفصة,METLAOUI (El Mziraa),المتلوي (المزيرعة),METLAOUI,2134,34.31,8.43,METLAOUI (El Mziraa)_2134
قفصة,SNED (Alim),السند (عليم),SNED,2195,34.415,9.27,SNED (Alim)_2195
جندوبة,BALTA BOU AOUENE (Ouled Hassen),بلطة بوعوان (أولاد حسن),BALTA BOU AOUENE,8116,36.435,8.938,BALTA BOU AOUENE (Ouled Hassen)_8116
جندوبة,FERNANA (Bou Halleb),فرنانة (بوحالب),FERNANA,8142,36.6521,8.6852,FERNANA (Bou Halleb)_8142
جندوبة,JENDOUBA NORD (Cite Hedi Ben Hassine),جندوبة الشمالية (حي الهادي بن حسين),JENDOUBA NORD,8189,36.5085,8.7815,JENDOUBA NORD (Cite Hedi Ben Hassine)_8189
جندوبة,JENDOUBA NORD (Bellarigia),جندوبة الشمالية (بلاريجيا),JENDOUBA NORD,8117,36.5547,8.7575,JENDOUBA NORD (Bellarigia)_8117
جندوبة,AIN DRAHAM (Babouch),عين دراهم (بابوش),AIN DRAHAM,8121,36.8167,8.5333,AIN DRAHAM (Babouch)_8121
جندوبة,TABARKA (El Haouamdia),طبرقة (الحوامدية),TABARKA,8192,36.93,8.68,TABARKA (El Haouamdia)_8192
جندوبة,JENDOUBA (Cite Cnrps),جندوبة (حي الصندوق الوطني للتقاعد والحيطة الاجتماعية),JENDOUBA,8122,36.5005,8.7825,JENDOUBA (Cite Cnrps)_8122
جندوبة,BOU SALEM (Badrouna),بوسالم (بدرونة),BOU SALEM,8143,36.6,8.95,BOU SALEM (Badrouna)_8143
جندوبة,OUED MLIZ (Sidi Meskine),وادي مليز (سيدي مسكين),OUED MLIZ,8193,36.48,8.53,OUED MLIZ (Sidi Meskine)_8193
جندوبة,FERNANA (Hedhil),فرنانة (هذيل),FERNANA,8145,36.68,8.65,FERNANA (Hedhil)_8145
جندوبة,OUED MLIZ (Hakim),وادي مليز (حكيم),OUED MLIZ,8194,36.46,8.57,OUED MLIZ (Hakim)_8194
جندوبة,BOU SALEM (El Marja),بوسالم (المرجى),BOU SALEM,8124,36.61,8.97,BOU SALEM (El Marja)_8124
جندوبة,JENDOUBA (El Azima),جندوبة (العزيمة),JENDOUBA,8153,36.495,8.775,JENDOUBA (El Azima)_8153
جندوبة,JENDOUBA (Essaada),جندوبة (السعادة),JENDOUBA,8195,36.502,8.785,JENDOUBA (Essaada)_8195
جندوبة,BALTA BOU AOUENE (Balta),بلطة بوعوان (بلطة),BALTA BOU AOUENE,8126,36.445,8.95,BALTA BOU AOUENE (Balta)_8126
جندوبة,TABARKA (Brirem),طبرقة (بريرم),TABARKA,8127,36.94,8.7,TABARKA (Brirem)_8127
جندوبة,GHARDIMAOU (Ain Soltane),غار الدماء (عين سلطان),GHARDIMAOU,8160,36.5,8.3667,GHARDIMAOU (Ain Soltane)_8160
جندوبة,JENDOUBA (Cite Ettataouer),جندوبة (حي التطور),JENDOUBA,8196,36.499,8.783,JENDOUBA (Cite Ettataouer)_8196
جندوبة,TABARKA (El Khedhairia),طبرقة (الخذايرية),TABARKA,8128,36.92,8.72,TABARKA (El Khedhairia)_8128
جندوبة,AIN DRAHAM (Ain Draham),عين دراهم (عين دراهم),AIN DRAHAM,8130,36.7778,8.6917,AIN DRAHAM (Ain Draham)_8130
جندوبة,JENDOUBA (Souk Essebt),جندوبة (سوق السبت),JENDOUBA,8131,36.4789,8.7622,JENDOUBA (Souk Essebt)_8131
جندوبة,JENDOUBA NORD (Souk Jemaa),جندوبة الشمالية (سوق الجمعة),JENDOUBA NORD,8132,36.525,8.8,JENDOUBA NORD (Souk Jemaa)_8132
جندوبة,AIN DRAHAM (Ain El Hamraya),عين دراهم (عين الحمراية),AIN DRAHAM,8134,36.79,8.67,AIN DRAHAM (Ain El Hamraya)_8134
جندوبة,AIN DRAHAM (Esseloul),عين دراهم (السلول),AIN DRAHAM,8135,36.77,8.65,AIN DRAHAM (Esseloul)_8135
جندوبة,AIN DRAHAM (Adissa),عين دراهم (اديصة),AIN DRAHAM,8136,36.8,8.6167,AIN DRAHAM (Adissa)_8136
جندوبة,JENDOUBA (Ain El Khararib),جندوبة (عين الخراريب),JENDOUBA,8100,36.5015,8.7805,JENDOUBA (Ain El Khararib)_8100
جندوبة,FERNANA (Argoub Rihane),فرنانة (عرقوب ريحان),FERNANA,8140,36.65,8.6833,FERNANA (Argoub Rihane)_8140
جندوبة,GHARDIMAOU (Ouerguech),غار الدماء (ورغش),GHARDIMAOU,8161,36.4,8.4,GHARDIMAOU (Ouerguech)_8161
جندوبة,GHARDIMAOU (Oued El Maaden),غار الدماء (وادي المعدن),GHARDIMAOU,8162,36.4667,8.3333,GHARDIMAOU (Oued El Maaden)_8162
جندوبة,BOU SALEM (Beni Mhamed),بوسالم (بني امحمد),BOU SALEM,8170,36.617,8.967,BOU SALEM (Beni Mhamed)_8170
جندوبة,TABARKA (Ain Essnoussi),طبرقة (عين السنوسي),TABARKA,8110,36.9,8.8,TABARKA (Ain Essnoussi)_8110
جندوبة,JENDOUBA (Cite Ezzouhour),جندوبة (حي الزهور),JENDOUBA,8111,36.506,8.788,JENDOUBA (Cite Ezzouhour)_8111
جندوبة,TABARKA (Ain Essobh),طبرقة (عين الصبح),TABARKA,8112,36.96,8.85,TABARKA (Ain Essobh)_8112
جندوبة,FERNANA (Beni Mtir),فرنانة (بني مطير),FERNANA,8114,36.5583,8.8167,FERNANA (Beni Mtir)_8114
جندوبة,BOU SALEM (Essoumrane),بوسالم (السمران),BOU SALEM,8173,36.58,8.99,BOU SALEM (Essoumrane)_8173
جندوبة,OUED MLIZ (Cite El Ayachi),وادي مليز (حي العياشي),OUED MLIZ,8115,36.467,8.551,OUED MLIZ (Cite El Ayachi)_8115
جندوبة,FERNANA (Bou Hertma),فرنانة (بوهرتمة),FERNANA,8141,36.6,8.7333,FERNANA (Bou Hertma)_8141
جندوبة,TABARKA (Tabarka Aeroport),طبرقة (مطار طبرقة),TABARKA,8181,36.979,8.877,TABARKA (Tabarka Aeroport)_8181
جندوبة,OUED MLIZ (Edkhailia),وادي مليز (الدخايلية),OUED MLIZ,8185,36.45,8.5,OUED MLIZ (Edkhailia)_8185
القيروان,CHEBIKA (Sidi Abdallah  Belhaj),الشبيكة (سيدي عبد الله بالحاج),CHEBIKA,3121,35.5992,9.8178,CHEBIKA (Sidi Abdallah  Belhaj)_3121
القيروان,EL ALA (Messiouta),العلا (مسيوطة),EL ALA,3154,35.6097,9.5453,EL ALA (Messiouta)_3154
القيروان,OUESLATIA (Ksar Lamsa),الوسلاتية (قصر لمسة),OUESLATIA,3124,35.8244,9.6383,OUESLATIA (Ksar Lamsa)_3124
القيروان,HAJEB EL AYOUN (Ain Majouna),حاجب العيون (عين ماجونة),HAJEB EL AYOUN,3160,35.4019,9.5125,HAJEB EL AYOUN (Ain Majouna)_3160
القيروان,SBIKHA (El Alem),السبيخة (العلم),SBIKHA,3125,35.9342,9.9919,SBIKHA (El Alem)_3125
القيروان,BOU HAJLA (Jehina),بوحجلة (جهينة),BOU HAJLA,3126,35.2669,9.9072,BOU HAJLA (Jehina)_3126
القيروان,KAIROUAN NORD (Cite El Hajjam),القيروان الشمالية (حي الحجام),KAIROUAN NORD,3129,35.6772,10.098,KAIROUAN NORD (Cite El Hajjam)_3129
القيروان,HAFFOUZ (Ain El Ghrab),حفوز (عين الغراب),HAFFOUZ,3130,35.6378,9.6772,HAFFOUZ (Ain El Ghrab)_3130
القيروان,KAIROUAN SUD (Kairouan Sud),القيروان الجنوبية (القيروان الجنوبية),KAIROUAN SUD,3131,35.6772,10.098,KAIROUAN SUD (Kairouan Sud)_3131
القيروان,SBIKHA (Dar Ben Aicha),السبيخة (دار بن عيشة),SBIKHA,3132,35.9342,9.9919,SBIKHA (Dar Ben Aicha)_3132
القيروان,CHEBIKA (Ain El Beydha),الشبيكة (عين البيضاء),CHEBIKA,3133,35.5992,9.8178,CHEBIKA (Ain El Beydha)_3133
القيروان,KAIROUAN SUD (Cite El Moez),القيروان الجنوبية (حي المعز),KAIROUAN SUD,3100,35.6772,10.098,KAIROUAN SUD (Cite El Moez)_3100
القيروان,CHEBIKA (El Aouamria),الشبيكة (العوامرية),CHEBIKA,3161,35.5992,9.8178,CHEBIKA (El Aouamria)_3161
القيروان,NASRALLAH (El Ajabna),نصر الله (العجابنة),NASRALLAH,3170,35.0139,9.6014,NASRALLAH (El Ajabna)_3170
القيروان,HAFFOUZ (Khit El Oued),حفوز (خيط الواد),HAFFOUZ,3134,35.6378,9.6772,HAFFOUZ (Khit El Oued)_3134
القيروان,NASRALLAH (El Kabbara),نصر الله (الكبارة),NASRALLAH,3171,35.0139,9.6014,NASRALLAH (El Kabbara)_3171
القيروان,SBIKHA (Ain Boumourra),السبيخة (عين بومرة),SBIKHA,3135,35.8833,9.9333,SBIKHA (Ain Boumourra)_3135
القيروان,NASRALLAH (Erragouba El Hamra),نصر الله (الرقوبة الحمراء),NASRALLAH,3173,35.0139,9.6014,NASRALLAH (Erragouba El Hamra)_3173
القيروان,KAIROUAN NORD (Cite Dar El Amen),القيروان الشمالية (حي دار الأمان),KAIROUAN NORD,3140,35.6772,10.098,KAIROUAN NORD (Cite Dar El Amen)_3140
القيروان,BOU HAJLA (Bir Lahjar),بوحجلة (بئر الحجر),BOU HAJLA,3180,35.28,9.85,BOU HAJLA (Bir Lahjar)_3180
القيروان,SBIKHA (Chorfa),السبيخة (الشرفاء),SBIKHA,3110,35.9342,9.9919,SBIKHA (Chorfa)_3110
القيروان,KAIROUAN NORD (El Moutbasta),القيروان الشمالية (المتبسطة),KAIROUAN NORD,3111,35.6772,10.098,KAIROUAN NORD (El Moutbasta)_3111
القيروان,CHEBIKA (Ben Salem),الشبيكة (بن سالم),CHEBIKA,3112,35.5992,9.8178,CHEBIKA (Ben Salem)_3112
القيروان,BOU HAJLA (Bir Eddaoula),بوحجلة (بئر الدولة),BOU HAJLA,3181,35.2,9.8333,BOU HAJLA (Bir Eddaoula)_3181
القيروان,OUESLATIA (Ain Jelloula),الوسلاتية (عين جلولة),OUESLATIA,3113,35.7333,9.6667,OUESLATIA (Ain Jelloula)_3113
القيروان,KAIROUAN NORD (El Baten),القيروان الشمالية (الباطن),KAIROUAN NORD,3142,35.7183,9.98,KAIROUAN NORD (El Baten)_3142
القيروان,KAIROUAN NORD (Cite Ennasr),القيروان الشمالية (حي النصر),KAIROUAN NORD,3182,35.6772,10.098,KAIROUAN NORD (Cite Ennasr)_3182
القيروان,NASRALLAH (El Hamidette),نصر الله (الحميدات),NASRALLAH,3114,35.0139,9.6014,NASRALLAH (El Hamidette)_3114
القيروان,KAIROUAN SUD (Ain El Khazzazia),القيروان الجنوبية (عين الخزازية),KAIROUAN SUD,3143,35.6772,10.098,KAIROUAN SUD (Ain El Khazzazia)_3143
القيروان,CHEBIKA (Abida Cherguia),الشبيكة (عبيدة الشرقية),CHEBIKA,3183,35.5992,9.8178,CHEBIKA (Abida Cherguia)_3183
القيروان,CHERARDA (Ouled Farjallah),الشراردة (أولاد فرج الله),CHERARDA,3145,35.4333,9.95,CHERARDA (Ouled Farjallah)_3145
القيروان,KAIROUAN SUD (Raccada),القيروان الجنوبية (رقادة),KAIROUAN SUD,3191,35.5833,10.0667,KAIROUAN SUD (Raccada)_3191
القيروان,EL ALA (Ain Sayada),العلا (عين صيادة),EL ALA,3150,35.6097,9.5453,EL ALA (Ain Sayada)_3150
القيروان,KAIROUAN SUD (Argoub El Khadhra),القيروان الجنوبية (عرقوب الخضراء),KAIROUAN SUD,3192,35.628,10.083,KAIROUAN SUD (Argoub El Khadhra)_3192
القيروان,NASRALLAH (Sidi Saad),نصر الله (سيدي سعد),NASRALLAH,3115,35.25,9.6667,NASRALLAH (Sidi Saad)_3115
القيروان,CHERARDA (Cheraitia),الشراردة (الشرايطية),CHERARDA,3116,35.4333,9.95,CHERARDA (Cheraitia)_3116
القيروان,KAIROUAN NORD (El Ghabette),القيروان الشمالية (الغابات),KAIROUAN NORD,3193,35.6772,10.098,KAIROUAN NORD (El Ghabette)_3193
القيروان,SBIKHA (Dhriaat),السبيخة (الذريعات),SBIKHA,3194,35.9342,9.9919,SBIKHA (Dhriaat)_3194
القيروان,SBIKHA (Sidi Messaoud),السبيخة (سيدي مسعود),SBIKHA,3195,35.9,9.9333,SBIKHA (Sidi Messaoud)_3195
القيروان,SBIKHA (Hendi Zitouna),السبيخة (هندي زيتونة),SBIKHA,3196,35.9342,9.9919,SBIKHA (Hendi Zitouna)_3196
القيروان,KAIROUAN SUD (Cite Tabene),القيروان الجنوبية (حي تبن),KAIROUAN SUD,3198,35.6772,10.098,KAIROUAN SUD (Cite Tabene)_3198
القيروان,OUESLATIA (Ain Mastour),الوسلاتية (عين مستور),OUESLATIA,3120,35.8,9.6333,OUESLATIA (Ain Mastour)_3120
القيروان,KAIROUAN SUD (Cite Ibn El Jazzar),القيروان الجنوبية (حي ابن الجزار),KAIROUAN SUD,3199,35.6772,10.098,KAIROUAN SUD (Cite Ibn El Jazzar)_3199
القيروان,KAIROUAN SUD (Zaafrana),القيروان الجنوبية (زعفرانة),KAIROUAN SUD,3151,35.6167,10.0667,KAIROUAN SUD (Zaafrana)_3151
القيروان,BOU HAJLA (Bir Ahmed),بوحجلة (بئر أحمد),BOU HAJLA,3152,35.2669,9.9072,BOU HAJLA (Bir Ahmed)_3152
القيروان,EL ALA (El Msaid),العلا (المساعد),EL ALA,3153,35.6097,9.5453,EL ALA (El Msaid)_3153
القصرين,SBEITLA (El Garaa),سبيطلة (الڨرعة),SBEITLA,1250,35.2372,9.1256,SBEITLA (El Garaa)_1250
القصرين,FOUSSANA (El Adhira),فوسانة (العذيرة),FOUSSANA,1220,35.2025,8.7969,FOUSSANA (El Adhira)_1220
القصرين,SBEITLA (Echraya),سبيطلة (الشرايع),SBEITLA,1251,35.2372,9.1256,SBEITLA (Echraya)_1251
القصرين,SBEITLA (Errahayet),سبيطلة (الرحيات),SBEITLA,1252,35.25,9.1,SBEITLA (Errahayet)_1252
القصرين,KASSERINE NORD (Bou Laaba),القصرين الشمالية (بوالعابي),KASSERINE NORD,1253,35.1711,8.8325,KASSERINE NORD (Bou Laaba)_1253
القصرين,HAIDRA (Cite El Bassatine),حيدرة (حي البساتين),HAIDRA,1221,35.5653,8.4853,HAIDRA (Cite El Bassatine)_1221
القصرين,SBEITLA (Zaouiet Ben Ammar),سبيطلة (زاوية بن عمار),SBEITLA,1254,35.2372,9.1256,SBEITLA (Zaouiet Ben Ammar)_1254
القصرين,SBEITLA (Oued Miou),سبيطلة (وادي ميو),SBEITLA,1255,35.2372,9.1256,SBEITLA (Oued Miou)_1255
القصرين,SBEITLA (Henchir El Assal),سبيطلة (هنشير العسل),SBEITLA,1256,35.2372,9.1256,SBEITLA (Henchir El Assal)_1256
القصرين,THALA (Thala Sud),تالة (تالة الجنوبية),THALA,1261,35.5736,8.6692,THALA (Thala Sud)_1261
القصرين,SBEITLA (Cite Essourour),سبيطلة (حي السرور),SBEITLA,1263,35.2372,9.1256,SBEITLA (Cite Essourour)_1263
القصرين,SBIBA (Cite Air Nouvelle),سبيبة (حي الهواء الجديد),SBIBA,1270,35.5444,9.0708,SBIBA (Cite Air Nouvelle)_1270
القصرين,KASSERINE NORD (Doughra),القصرين الشمالية (الدغرة),KASSERINE NORD,1200,35.1711,8.8325,KASSERINE NORD (Doughra)_1200
القصرين,FOUSSANA (Sahraoui),فوسانة (الصحراوي),FOUSSANA,1222,35.2025,8.7969,FOUSSANA (Sahraoui)_1222
القصرين,FERIANA (Cekhirate),فريانة (الصخيرات),FERIANA,1223,34.9469,8.5867,FERIANA (Cekhirate)_1223
القصرين,THALA (Eddachra),تالة (الدشرة),THALA,1224,35.5736,8.6692,THALA (Eddachra)_1224
القصرين,THALA (Chafai),تالة (الشفاي),THALA,1210,35.5736,8.6692,THALA (Chafai)_1210
القصرين,HAIDRA (El Ajred),حيدرة (العجرد),HAIDRA,1225,35.5653,8.4853,HAIDRA (El Ajred)_1225
القصرين,MEJEL BEL ABBES (Barrouka),ماجل بلعباس (بروقة),MEJEL BEL ABBES,1226,34.8633,8.8458,MEJEL BEL ABBES (Barrouka)_1226
القصرين,KASSERINE NORD (Kasserine Nour),القصرين الشمالية (القصرين النور),KASSERINE NORD,1230,35.1711,8.8325,KASSERINE NORD (Kasserine Nour)_1230
القصرين,THALA (Sidi Shil),تالة (سيدي شيل),THALA,1231,35.5736,8.6692,THALA (Sidi Shil)_1231
القصرين,FOUSSANA (Bou Deryes),فوسانة (بو دريس),FOUSSANA,1232,35.2025,8.7969,FOUSSANA (Bou Deryes)_1232
القصرين,KASSERINE SUD,القصرين الجنوبية,KASSERINE SUD,1233,35.1711,8.8325,KASSERINE SUD_1233
القصرين,EL AYOUN (El Grine),العيون (الڨرين),EL AYOUN,1234,35.355,8.6714,EL AYOUN (El Grine)_1234
القصرين,SBIBA (Ain Khemaissia),سبيبة (عين خمايسية),SBIBA,1271,35.5444,9.0708,SBIBA (Ain Khemaissia)_1271
القصرين,THALA (Zelfane),تالة (زلفان),THALA,1235,35.5736,8.6692,THALA (Zelfane)_1235
القصرين,SBIBA (Sidi Brahim Ezzaher),سبيبة (سيدي إبراهيم الزهار),SBIBA,1273,35.5444,9.0708,SBIBA (Sidi Brahim Ezzaher)_1273
القصرين,KASSERINE NORD (Cite Ouvriere),القصرين الشمالية (الحي العمالي),KASSERINE NORD,1237,35.1711,8.8325,KASSERINE NORD (Cite Ouvriere)_1237
القصرين,EZZOUHOUR  (KASSERINE),الزهور (القصرين),EZZOUHOUR  (KASSERINE),1279,35.1603,8.815,EZZOUHOUR  (KASSERINE)_1279
القصرين,FERIANA (Cite Cheab),فريانة (حي الشعاب),FERIANA,1240,34.9469,8.5867,FERIANA (Cite Cheab)_1240
القصرين,JEDILIANE (Ain Oum Jdour),جدليان (عين أم جدور),JEDILIANE,1280,35.7081,9.2097,JEDILIANE (Ain Oum Jdour)_1280
القصرين,JEDILIANE (Ain El Hmadna),جدليان (عين الحمادنة),JEDILIANE,1281,35.7081,9.2097,JEDILIANE (Ain El Hmadna)_1281
القصرين,THALA (Bou Lahnech),تالة (بو لحناش),THALA,1211,35.5736,8.6692,THALA (Bou Lahnech)_1211
القصرين,HASSI EL FRID (Hassi El Frid),حاسي الفريد (حاسي الفريد),HASSI EL FRID,1241,34.8228,8.9386,HASSI EL FRID (Hassi El Frid)_1241
القصرين,HAIDRA (Ain Eddefla),حيدرة (عين الدفلى),HAIDRA,1285,35.5653,8.4853,HAIDRA (Ain Eddefla)_1285
القصرين,FOUSSANA (Khemouda),فوسانة (خمّودة),FOUSSANA,1212,35.2025,8.7969,FOUSSANA (Khemouda)_1212
القصرين,FERIANA (Lahouache),فريانة (الأحواش),FERIANA,1242,34.9469,8.5867,FERIANA (Lahouache)_1242
القصرين,FERIANA (Garaat Ennaam),فريانة (ڨرعة النعام),FERIANA,1243,34.9469,8.5867,FERIANA (Garaat Ennaam)_1243
القصرين,MEJEL BEL ABBES (Garaat Ennadhour),ماجل بلعباس (ڨرعة الناظور),MEJEL BEL ABBES,1293,34.8633,8.8458,MEJEL BEL ABBES (Garaat Ennadhour)_1293
القصرين,FERIANA (Bou Chebka),فريانة (بوشبكة),FERIANA,1213,34.9469,8.5867,FERIANA (Bou Chebka)_1213
القصرين,HASSI EL FRID (El Kamour),حاسي الفريد (الكمور),HASSI EL FRID,1245,34.8228,8.9386,HASSI EL FRID (El Kamour)_1245
القصرين,MEJEL BEL ABBES (El Fekka),ماجل بلعباس (الفكة),MEJEL BEL ABBES,1294,34.8633,8.8458,MEJEL BEL ABBES (El Fekka)_1294
القصرين,MEJEL BEL ABBES (Cite Commerciale),ماجل بلعباس (الحي التجاري),MEJEL BEL ABBES,1214,34.8633,8.8458,MEJEL BEL ABBES (Cite Commerciale)_1214
القصرين,HASSI EL FRID (Khanguet El Jazia),حاسي الفريد (خنڨة الجازية),HASSI EL FRID,1247,34.8228,8.9386,HASSI EL FRID (Khanguet El Jazia)_1247
القصرين,FERIANA (Thelepte),فريانة (تلابت),FERIANA,1215,34.9469,8.5867,FERIANA (Thelepte)_1215
القصرين,EL AYOUN (El Ayoun),العيون (العيون),EL AYOUN,1216,35.355,8.6714,EL AYOUN (El Ayoun)_1216
قبلي,SOUK EL AHAD (Fatnassa),سوق الأحد (فطناسة),SOUK EL AHAD,4223,33.7031,8.8711,SOUK EL AHAD (Fatnassa)_4223
قبلي,KEBILI SUD (Bazma),قبلي الجنوبية (بزمة),KEBILI SUD,4224,33.7031,8.9692,KEBILI SUD (Bazma)_4224
قبلي,SOUK EL AHAD (Gliaa),سوق الأحد (القليعة),SOUK EL AHAD,4230,33.7031,8.8711,SOUK EL AHAD (Gliaa)_4230
قبلي,SOUK EL AHAD (Bechri),سوق الأحد (بشري),SOUK EL AHAD,4231,33.825,8.6333,SOUK EL AHAD (Bechri)_4231
قبلي,KEBILI NORD (Tenbib),قبلي الشمالية (تنبيب),KEBILI NORD,4232,33.7031,8.9692,KEBILI NORD (Tenbib)_4232
قبلي,KEBILI NORD (Rabta),قبلي الشمالية (الرابطة),KEBILI NORD,4233,33.7031,8.9692,KEBILI NORD (Rabta)_4233
قبلي,DOUZ (Cite 7 Novembre),دوز (حي 7 نوفمبر),DOUZ,4234,33.4614,9.0256,DOUZ (Cite 7 Novembre)_4234
قبلي,KEBILI NORD (Tombar),قبلي الشمالية (طمبار),KEBILI NORD,4235,33.7031,8.9692,KEBILI NORD (Tombar)_4235
قبلي,SOUK EL AHAD (Bou Abdallah),سوق الأحد (بو عبد الله),SOUK EL AHAD,4236,33.7031,8.8711,SOUK EL AHAD (Bou Abdallah)_4236
قبلي,KEBILI NORD (Telmine),قبلي الشمالية (تلمين),KEBILI NORD,4237,33.7031,8.9692,KEBILI NORD (Telmine)_4237
قبلي,KEBILI SUD (Janaoura),قبلي الجنوبية (جناورة),KEBILI SUD,4242,33.7031,8.9692,KEBILI SUD (Janaoura)_4242
قبلي,KEBILI SUD (Blidette),قبلي الجنوبية (بليدات),KEBILI SUD,4243,33.7031,8.9692,KEBILI SUD (Blidette)_4243
قبلي,KEBILI SUD (Barghouthia),قبلي الجنوبية (البرغوثية),KEBILI SUD,4253,33.7031,8.9692,KEBILI SUD (Barghouthia)_4253
قبلي,DOUZ (Cite Jelaila),دوز (حي الجلايل),DOUZ,4260,33.4614,9.0256,DOUZ (Cite Jelaila)_4260
قبلي,DOUZ (Zaafrane),دوز (زعفران),DOUZ,4261,33.4614,9.0256,DOUZ (Zaafrane)_4261
